A3413,A3407,A3400,M0562,D5915,M0082,D5927,A1235,D5795,M2901,M3342,A1405,D1531,E0652,H1770,M0085,A0141,M0081,A0142,M0280,A1389,M0326,M0591,A0144,D4129,M0083,GluMA,GalAM,DP,total_rot_bonds,total_chi0v,total_num_rings,total_mw,total_kappa3,total_kappa1,total_n_carbon,total_arom_rings,total_num_valence_electrons,total_hbd,total_chi1v,total_tpsa,total_molar_ref,charge,total_heavy_atom_count,total_kappa2,total_n_oxygen,total_num_aromatic_heterocycles,total_num_sat_rings,total_num_aliphatic_rings,total_logp,total_balabanj,total_num_heteroatoms,total_hba,total_n_nitrogen,total_bertzct,total_hallkieralpha,predicted_docking_score,Consensus_Class,score,fluorescence
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,94.0,147.117538,0.0,3321.08,111.025124,215.892358,164.0,0.0,1328.0,6.0,73.028782,762.4000000000001,888.247,6.0,228.0,127.532746,56.0,0.0,0.0,0.0,14.742,65.746676,64.0,56.0,6.0,2733.2374640000003,-17.52,-8.5625515,2,0.0,High
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,73.0,135.74926499999998,4.0,3221.212,85.714845,198.880823,151.0,0.0,1282.0,23.0,68.90118000000001,991.84,825.2581,6.0,222.0,101.96222,63.0,0.0,4.0,4.0,-3.3661,66.019154,71.0,63.0,7.0,2983.572866,-18.13,-8.785347,1,4.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,165.62901399999998,0.0,3649.84,106.93186,240.05235800000003,192.0,0.0,1472.0,14.0,87.524958,813.4799999999999,1009.3254,6.0,252.0,134.076634,52.0,0.0,0.0,0.0,25.4608,70.4802,60.0,52.0,6.0,3233.545344,-17.36,-8.578586,1,4.0,Medium
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,94.0,139.193401,0.0,3247.309,109.083414,211.466883,152.0,0.0,1288.0,20.0,69.331918,927.32,856.749,6.0,221.0,126.312879,54.0,0.0,0.0,0.0,3.6382,61.631278,69.0,54.0,12.0,2648.720491,-17.39,-8.756002,0,6.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,62.0,152.788898,0.0,3301.384,96.525924,216.05235800000003,168.0,0.0,1328.0,26.0,74.486486,847.0799999999999,923.3338,6.0,228.0,95.961842,40.0,0.0,0.0,0.0,12.1016,73.09376,60.0,40.0,18.0,3149.066568,-17.36,-8.751127,0,6.0,Low
0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,76.0,140.031568,2.0,3270.804,93.289696,207.630244,154.0,0.0,1300.0,24.0,69.64828,999.38,848.6892,6.0,224.0,105.34342,60.0,0.0,2.0,2.0,0.6894000000000002,66.294382,70.0,60.0,8.0,2998.495924,-17.759999999999998,-8.805393,0,5.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,102.0,177.633318,8.0,4401.664,94.510548,270.554078,192.0,0.0,1744.0,46.0,93.038798,1608.52,1060.631,6.0,300.0,134.67149,100.0,0.0,8.0,8.0,-17.7384,59.860176,108.0,100.0,6.0,4494.251528,-19.28,-8.663917,0,7.0,Low
2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,105.0,139.443492,0.0,3210.884,111.472228,208.562358,155.0,0.0,1282.0,8.0,70.472156,769.3900000000001,851.8934,6.0,220.0,134.572193,55.0,0.0,0.0,0.0,9.3077,59.402737,65.0,55.0,8.0,2521.570195,-16.85,-8.614561,1,1.0,Medium
0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,155.222188,0.0,3602.6850000000004,126.522766,235.146883,168.0,0.0,1432.0,17.0,76.871504,992.76,937.1489,6.0,245.0,138.07237500000002,65.0,0.0,0.0,0.0,5.0520000000000005,62.662494,77.0,65.0,9.0,3093.350811,-17.71,-8.653595,1,3.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,91.0,136.521574,0.0,3211.132,103.798251,208.728537,149.0,0.0,1270.0,14.0,67.167394,910.52,830.5938000000001,6.0,218.0,123.350364,60.0,0.0,0.0,0.0,5.0299,61.631278,69.0,60.0,6.0,2614.262374,-17.39,-8.683467,0,5.0,Low
2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,106.0,143.207008,0.0,3341.8459999999995,120.662692,219.55028,156.0,0.0,1320.0,10.0,70.834686,856.9200000000001,879.0606,6.0,226.0,142.67449599999998,56.0,0.0,0.0,0.0,9.464,55.347236,70.0,56.0,10.0,2556.26645,-17.1,-8.613041,1,1.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,112.0,145.326432,0.0,3353.086,119.286134,217.557922,162.0,0.0,1340.0,10.0,73.97117399999999,810.52,893.6438,6.0,230.0,143.22638,56.0,0.0,0.0,0.0,9.2058,62.15250399999999,68.0,56.0,10.0,2589.361926,-17.68,-8.621431,2,0.0,High
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,64.0,146.690654,0.0,3223.126,97.158278,209.877922,162.0,0.0,1292.0,20.0,71.40141,830.28,883.5036,6.0,222.0,98.164068,46.0,0.0,0.0,0.0,12.3358,72.222256,60.0,46.0,12.0,2987.477422,-17.36,-8.69895,1,4.0,Medium
0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,112.0,147.17173,0.0,3381.14,120.30514,219.557922,164.0,0.0,1352.0,10.0,74.784434,810.52,902.8778,6.0,232.0,142.839602,56.0,0.0,0.0,0.0,9.986,62.43661,68.0,56.0,10.0,2653.96112,-17.68,-8.621071,1,1.0,Medium
2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,132.540007,0.0,3118.563,90.966755,200.732358,145.0,0.0,1238.0,22.0,65.349748,975.32,804.1808000000001,6.0,213.0,105.807853,60.0,0.0,0.0,0.0,0.0581,68.057373,68.0,60.0,6.0,2727.529973,-17.68,-8.755531,0,5.0,Low
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,124.0,164.576483,0.0,3703.707,131.627377,238.42,183.0,0.0,1498.0,9.0,83.384939,835.1600000000001,987.9793,6.0,257.0,144.98629300000002,65.0,0.0,0.0,0.0,9.1077,71.784721,74.0,65.0,9.0,3173.167769,-18.58,-8.61461,2,0.0,High
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,86.0,131.92443,0.0,3104.536,100.907764,199.73235800000003,144.0,0.0,1232.0,14.0,64.735638,887.3199999999999,800.9494,6.0,212.0,115.762874,60.0,0.0,0.0,0.0,1.7799999999999998,65.286952,68.0,60.0,6.0,2543.268096,-17.68,-8.691215,1,4.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,128.0,225.430496,16.0,5722.91,102.087286,343.201362,242.0,0.0,2268.0,74.0,122.577494,2252.92,1339.135,6.0,390.0,165.31674800000002,136.0,0.0,16.0,16.0,-36.0726,51.805032,148.0,136.0,10.0,6316.244758,-20.880000000000003,-8.7645,1,4.0,Medium
0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,114.0,145.587286,0.0,3345.663,116.836134,215.648961,164.0,0.0,1344.0,9.0,74.928664,784.52,894.2677000000001,6.0,231.0,142.514817,57.0,0.0,0.0,0.0,9.1136,65.555138,67.0,57.0,9.0,2594.4236250000004,-17.97,-8.603562,2,0.0,High
0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,144.973827,0.0,3361.4929999999995,121.736134,219.466883,160.0,0.0,1336.0,10.0,72.90293,833.72,890.9692,6.0,229.0,143.937943,56.0,0.0,0.0,0.0,9.725,58.74987,69.0,56.0,10.0,2584.300227,-17.39,-8.61386,1,1.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,80.0,133.398576,0.0,3128.654,93.980694,201.557922,146.0,0.0,1244.0,26.0,66.386134,986.52,817.0006000000001,6.0,214.0,107.976252,56.0,0.0,0.0,0.0,-1.2597999999999998,67.91532,68.0,56.0,10.0,2718.202454,-17.68,-8.791833,1,4.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,84.0,131.14255400000002,0.0,3005.668,104.160766,197.695844,142.0,0.0,1188.0,22.0,66.616526,866.5999999999999,800.287,6.0,204.0,110.97649,36.0,0.0,0.0,0.0,-14.9966,59.66478000000001,62.0,36.0,22.0,2407.5558960000003,-16.78,-8.758458,0,5.0,Low
0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,112.0,150.652704,0.0,3437.248,120.6222,223.557922,168.0,0.0,1376.0,10.0,76.315296,810.52,921.2578,6.0,236.0,142.75103,56.0,0.0,0.0,0.0,11.54,63.180966,68.0,56.0,10.0,2733.75802,-17.68,-8.615714,1,1.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,64.0,138.942458,0.0,3114.846,104.756854,201.877922,154.0,0.0,1244.0,16.0,67.705354,819.08,838.3648000000001,6.0,214.0,96.600284,50.0,0.0,0.0,0.0,10.923,70.65408000000001,60.0,50.0,8.0,2733.375942,-17.36,-8.690098,1,4.0,Medium
0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,114.0,145.679037,0.0,3344.679,116.836134,215.648961,164.0,0.0,1344.0,10.0,75.039418,787.32,896.3184,6.0,231.0,142.514817,56.0,0.0,0.0,0.0,8.686599999999999,65.555138,67.0,56.0,10.0,2594.423625,-17.97,-8.619408,1,1.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,105.0,143.16576600000002,0.0,3321.911,121.682963,218.415844,156.0,0.0,1314.0,14.0,71.459301,865.13,882.4204,6.0,225.0,140.44037899999998,51.0,0.0,0.0,0.0,6.021599999999999,55.886929,69.0,51.0,14.0,2557.778199,-17.06,-8.644325,1,3.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,96.0,186.029952,16.0,4250.494000000001,96.610406,250.136498,210.0,0.0,1692.0,26.0,103.534646,881.56,1125.7510000000002,22.0,294.0,134.95445999999998,56.0,0.0,16.0,16.0,-18.495,46.85748,84.0,56.0,26.0,4189.262774000001,-18.32,-8.904411,1,4.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,96.0,134.01272,0.0,3128.654,114.881718,201.557922,146.0,0.0,1244.0,10.0,65.97117399999999,810.52,819.7718,6.0,214.0,127.499516,56.0,0.0,0.0,0.0,2.9642,62.658584000000005,68.0,56.0,10.0,2414.277894,-17.68,-8.658665,1,2.0,Medium
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,88.0,146.552309,0.0,3253.3290000000006,95.060895,208.9,165.0,0.0,1318.0,23.0,75.455613,854.16,883.6519000000001,6.0,227.0,106.153307,47.0,0.0,0.0,0.0,-3.4233,76.56910699999999,62.0,47.0,15.0,2939.0545070000003,-18.1,-8.800773,0,6.0,Low
0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,80.0,138.724848,0.0,3212.816,95.31676,207.557922,152.0,0.0,1280.0,26.0,68.730256,986.52,844.6146000000001,6.0,220.0,107.500902,56.0,0.0,0.0,0.0,1.0744000000000002,68.943782,68.0,56.0,10.0,2862.598548,-17.68,-8.798824,1,4.0,Medium
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,108.0,146.816654,2.0,3409.106,117.25907,217.630244,164.0,0.0,1360.0,10.0,75.110706,828.98,901.8198,6.0,234.0,141.068898,58.0,0.0,2.0,2.0,7.9668,59.50310399999999,70.0,58.0,10.0,2725.259302,-17.759999999999998,-8.627979,2,0.0,High
0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,88.0,138.782066,0.0,3246.782,101.503712,209.477922,152.0,0.0,1292.0,22.0,69.08071799999999,977.38,844.1176,6.0,222.0,115.322392,60.0,0.0,0.0,0.0,0.9356,67.452772,70.0,60.0,8.0,2813.254968,-17.759999999999998,-8.766034,0,5.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,115.0,149.859238,0.0,3471.17,121.072162,224.902358,167.0,0.0,1386.0,8.0,75.840436,840.45,917.9574,6.0,238.0,147.543769,61.0,0.0,0.0,0.0,10.0317,65.186377,71.0,61.0,8.0,2675.808695,-18.51,-8.58182,2,0.0,High
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,85.0,141.167278,0.0,3123.1860000000006,91.333015,200.73,159.0,0.0,1266.0,22.0,72.838908,807.63,850.7931000000001,6.0,218.0,102.064041,44.0,0.0,0.0,0.0,-3.5213,73.17505799999999,59.0,44.0,15.0,2821.5831270000003,-17.27,-8.801731,0,6.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,143.820467,0.0,3326.016,115.762692,215.732358,160.0,0.0,1328.0,9.0,72.86042,807.72,882.3591,6.0,228.0,141.25137,57.0,0.0,0.0,0.0,8.852599999999999,62.15250399999999,68.0,57.0,9.0,2566.389848,-17.68,-8.613945,1,1.0,Medium
2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,137.12713200000002,0.0,3186.73,91.793318,205.732358,150.0,0.0,1268.0,24.0,67.508748,980.92,831.2792000000001,6.0,218.0,105.525892,58.0,0.0,0.0,0.0,1.1482,68.943782,68.0,58.0,8.0,2839.62647,-17.68,-8.778718,0,5.0,Low
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,128.0,161.81397399999997,0.0,3703.542,136.725486,241.23792200000003,178.0,0.0,1484.0,12.0,82.06452999999999,889.96,984.2972,6.0,254.0,154.985876,62.0,0.0,0.0,0.0,8.4846,63.18372,76.0,62.0,12.0,3033.992246,-18.0,-8.600147,1,1.0,Medium
2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,149.054988,0.0,3411.162,117.098758,221.732358,166.0,0.0,1364.0,8.0,75.093788,804.9200000000001,907.9224,6.0,234.0,140.77602,58.0,0.0,0.0,0.0,11.6138,63.180966,68.0,58.0,8.0,2710.785942,-17.68,-8.593113,2,0.0,High
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,105.0,137.598194,0.0,3182.83,110.453222,206.562358,153.0,0.0,1270.0,8.0,69.658896,769.3900000000001,842.6594,6.0,218.0,134.958971,55.0,0.0,0.0,0.0,8.5275,59.11863099999999,65.0,55.0,8.0,2456.971001,-16.85,-8.613866,1,2.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,94.0,132.415004,0.0,3102.568,111.358276,199.732358,144.0,0.0,1232.0,8.0,64.74966599999999,804.9200000000001,806.4363999999999,6.0,212.0,125.524506,58.0,0.0,0.0,0.0,3.038,62.658584000000005,68.0,58.0,8.0,2391.305816,-17.68,-8.631694,1,2.0,Medium
1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,22.0,145.0,188.70592900000003,0.0,4018.413,133.70153,266.376179,230.0,0.0,1644.0,6.0,106.388852,628.44,1166.3576,6.0,281.0,165.682681,44.0,0.0,0.0,0.0,46.0532,74.702225,51.0,44.0,6.0,3363.8431290000003,-17.33,-8.4184065,1,3.0,Medium
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,104.0,141.701043,0.0,3314.776,117.13925,217.724716,154.0,0.0,1308.0,9.0,69.72393199999999,854.12,867.7759000000001,6.0,224.0,140.69948599999998,57.0,0.0,0.0,0.0,9.1108,55.347236,70.0,57.0,9.0,2533.2943720000003,-17.1,-8.611532,2,0.0,High
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,109.0,151.911069,3.0,3557.168,118.031566,225.010841,170.0,0.0,1416.0,6.0,77.328226,862.54,926.12,6.0,244.0,144.307546,66.0,0.0,3.0,3.0,9.0272,61.212277,74.0,66.0,6.0,2879.654759,-18.63,-8.607882,2,0.0,High
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,94.0,145.728898,0.0,3309.202,98.992743,211.74,164.0,0.0,1336.0,20.0,74.29837599999999,882.32,885.6711,6.0,230.0,116.855766,57.0,0.0,0.0,0.0,4.9006,74.462401,66.0,57.0,9.0,2904.657328,-18.26,-8.729029,0,6.0,Low
0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,102.0,147.843932,0.0,3311.224,106.287556,216.05235800000003,168.0,0.0,1328.0,8.0,76.084178,731.08,904.5644,6.0,228.0,131.163898,50.0,0.0,0.0,0.0,18.5092,64.381272,60.0,50.0,8.0,2708.79332,-17.36,-8.562768,1,1.0,Medium
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,149.23849,0.0,3409.194,117.098758,221.732358,166.0,0.0,1364.0,10.0,75.315296,810.52,912.0238,6.0,234.0,140.77602,56.0,0.0,0.0,0.0,10.7598,63.180966,68.0,56.0,10.0,2710.785942,-17.68,-8.62252,2,0.0,High
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,111.0,151.532962,2.0,3525.222,119.045098,224.97468,169.0,0.0,1406.0,10.0,77.201476,864.51,930.2348,6.0,242.0,145.38628699999998,61.0,0.0,2.0,2.0,7.938700000000001,62.53697699999999,73.0,61.0,10.0,2811.706071,-18.59,-8.6102915,2,0.0,High
2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,86.0,148.039646,0.0,3329.16,105.483852,215.732358,160.0,0.0,1328.0,22.0,73.24171799999999,849.0,884.299,14.0,228.0,112.533266,52.0,0.0,0.0,0.0,-7.114400000000001,67.940672,68.0,52.0,14.0,2972.82772,-17.68,-8.777375,1,4.0,Medium
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,137.310634,0.0,3184.762,91.793318,205.732358,150.0,0.0,1268.0,26.0,67.730256,986.52,835.3806,6.0,218.0,105.525892,56.0,0.0,0.0,0.0,0.2942000000000002,68.943782,68.0,56.0,10.0,2839.62647,-17.68,-8.794048,1,4.0,Medium
0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,150.900286,0.0,3439.216,118.117764,223.732358,168.0,0.0,1376.0,8.0,75.907048,804.9200000000001,917.1564,6.0,236.0,140.389242,58.0,0.0,0.0,0.0,12.394,63.465072,68.0,58.0,8.0,2775.385136,-17.68,-8.592436,2,0.0,High
0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,154.068828,0.0,3567.2080000000005,120.54932399999998,231.41235800000004,168.0,0.0,1424.0,16.0,76.828994,966.76,928.5388,6.0,244.0,135.385802,66.0,0.0,0.0,0.0,4.179600000000001,66.06512799999999,76.0,66.0,8.0,3075.440432,-18.0,-8.681097,1,3.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,107.0,142.669004,0.0,3321.38,116.450971,216.728537,157.0,0.0,1318.0,8.0,71.181422,828.12,873.0168000000001,6.0,226.0,140.975428,58.0,0.0,0.0,0.0,9.4087,58.74987,69.0,58.0,8.0,2549.84211,-17.39,-8.601755,2,0.0,High
