A3413,A3407,A3400,M0562,D5915,M0082,D5927,A1235,D5795,M2901,M3342,A1405,D1531,E0652,H1770,M0085,A0141,M0081,A0142,M0280,A1389,M0326,M0591,A0144,D4129,M0083,GluMA,GalAM,DP,total_rot_bonds,total_chi0v,total_num_rings,total_mw,total_kappa3,total_kappa1,total_n_carbon,total_arom_rings,total_num_valence_electrons,total_hbd,total_chi1v,total_tpsa,total_molar_ref,charge,total_heavy_atom_count,total_kappa2,total_n_oxygen,total_num_aromatic_heterocycles,total_num_sat_rings,total_num_aliphatic_rings,total_logp,total_balabanj,total_num_heteroatoms,total_hba,total_n_nitrogen,total_bertzct,total_hallkieralpha,predicted_docking_score,Consensus_Class,score,fluorescence
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,107.0,151.019091,0.0,3541.553,119.161961,230.068537,166.0,0.0,1404.0,11.0,74.771129,948.58,920.2624,6.0,241.0,142.544561,66.0,0.0,0.0,0.0,8.496400000000001,66.618496,75.0,66.0,6.0,2808.942469,-19.05,-8.607076,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,118.0,165.224288,0.0,3763.594,130.240658,245.332358,180.0,0.0,1508.0,18.0,82.75351599999999,974.42,995.53,6.0,258.0,142.56153,64.0,0.0,0.0,0.0,6.144,66.256208,78.0,64.0,12.0,3308.913864,-18.08,-8.638592,1,4.0,Medium
2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,105.0,138.337341,0.0,3198.825,110.962725,207.562358,154.0,0.0,1276.0,6.0,69.844018,763.7900000000001,843.175,6.0,219.0,134.765582,57.0,0.0,0.0,0.0,9.7716,59.260684,65.0,57.0,6.0,2489.270598,-16.85,-8.589045,1,1.0,Medium
2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,72.0,139.694291,0.0,3163.434,92.838441,207.558537,150.0,0.0,1260.0,37.0,68.943768,996.79,861.1496,6.0,216.0,101.210004,41.0,0.0,0.0,0.0,-1.3053999999999997,62.752707,66.0,41.0,22.0,2907.263553,-16.56,-8.835218,0,5.0,Low
1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,22.0,139.0,202.935715,3.0,4284.794,119.677593,279.484662,246.0,0.0,1752.0,6.0,113.38434,656.13,1238.6426,6.0,300.0,159.191745,47.0,0.0,3.0,3.0,49.266,72.473614,54.0,47.0,6.0,3992.254114,-17.450000000000003,-8.517652,1,3.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,139.934808,0.0,3289.674,113.97607,215.724716,152.0,0.0,1296.0,8.0,68.44354,867.72,852.0434,6.0,222.0,136.29322,60.0,0.0,0.0,0.0,9.0836,56.06758799999999,70.0,60.0,6.0,2549.399438,-17.099999999999998,-8.608292,1,1.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,95.0,138.497212,0.0,3179.878,104.352202,206.562358,153.0,0.0,1270.0,16.0,69.758678,832.79,847.8355,6.0,218.0,123.80129599999998,52.0,0.0,0.0,0.0,5.9185,61.464201,65.0,52.0,11.0,2612.584431,-16.849999999999998,-8.725723,1,4.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,96.0,133.564559,0.0,3128.521,109.326609,205.594716,145.0,0.0,1232.0,7.0,65.59325299999999,810.0,811.9485,6.0,211.0,130.19796,55.0,0.0,0.0,0.0,6.6981,52.853056,66.0,55.0,7.0,2402.415196,-16.23,-8.638284,1,2.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,73.0,129.258207,0.0,3076.313,92.493819,200.764716,138.0,0.0,1206.0,21.0,62.047113,999.53,782.5346999999999,6.0,207.0,105.646497,58.0,0.0,0.0,0.0,-1.7072,60.929393,69.0,58.0,7.0,2624.569505,-17.06,-8.73891,1,4.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,142.0,190.832904,0.0,4134.646000000001,133.61956600000002,273.89235800000006,222.0,0.0,1676.0,6.0,101.918694,762.4,1155.4209999999998,6.0,286.0,163.133902,56.0,0.0,0.0,0.0,35.9332,69.733776,64.0,56.0,6.0,3653.281628,-17.520000000000003,-8.487214,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,126.0,182.634842,0.0,3922.492,115.169164,260.212358,216.0,0.0,1592.0,10.0,98.815878,732.56,1114.2062,6.0,272.0,148.11433,48.0,0.0,0.0,0.0,38.3572,71.76264,56.0,48.0,6.0,3502.702828,-17.200000000000003,-8.493803,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,22.0,138.0,195.389213,0.0,4126.981,121.347142,275.332358,234.0,0.0,1682.0,7.0,107.284068,671.87,1192.8668,6.0,287.0,158.642602,45.0,0.0,0.0,0.0,48.0295,72.72447,53.0,45.0,6.0,3704.570941,-17.080000000000002,-8.433714,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,102.0,135.683983,0.0,3139.761,107.950051,203.602358,151.0,0.0,1252.0,7.0,68.729741,763.6,826.5317,6.0,215.0,130.749844,55.0,0.0,0.0,0.0,6.4399,59.658324,64.0,55.0,7.0,2435.510672,-16.81,-8.6228075,1,2.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,118.0,179.903898,0.0,3864.424,113.218828,256.132358,210.0,0.0,1568.0,18.0,96.400356,789.8199999999999,1101.64,6.0,268.0,140.92507,44.0,0.0,0.0,0.0,31.678,71.775048,58.0,44.0,12.0,3506.545004,-17.28,-8.594792,1,4.0,Medium
2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.0,87.994775,0.0,2173.155,82.68067500000001,137.37235800000002,97.0,0.0,854.0,6.0,41.16522,872.9200000000001,521.704,-10.0,149.0,64.724013,44.0,0.0,0.0,0.0,-18.753100000000003,65.029469,52.0,44.0,6.0,1742.602341,-17.04,-8.524769,0,8.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,96.0,145.060742,0.0,3322.08,107.221264,215.732358,160.0,0.0,1328.0,20.0,72.977964,895.9199999999998,889.1955,6.0,228.0,125.630625,53.0,0.0,0.0,0.0,5.2854,65.436302,68.0,53.0,13.0,2784.24865,-17.68,-8.74826,0,5.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,107.0,141.962859,0.0,3299.906,114.946189,213.732358,158.0,0.0,1316.0,7.0,71.314465,817.9100000000001,867.6438,5.0,226.0,138.458089,60.0,0.0,0.0,0.0,10.5528,62.252857,68.0,60.0,6.0,2565.467419,-17.679999999999996,-8.564909,1,3.0,Medium
2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,75.0,145.98852399999998,0.0,3254.2,93.486228,212.562358,159.0,0.0,1306.0,36.0,72.74538000000001,970.79,894.0045,6.0,224.0,101.010596,42.0,0.0,0.0,0.0,1.3266999999999998,67.18380300000001,65.0,42.0,21.0,3068.207385,-16.85,-8.840649,1,4.0,Medium
4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,72.0,142.52016600000002,0.0,3281.8020000000006,96.06096399999998,215.724716,152.0,0.0,1296.0,30.0,68.457336,1044.12,865.7601999999999,6.0,222.0,104.746792,52.0,0.0,0.0,0.0,1.9524,63.010018,70.0,52.0,14.0,2991.092218,-17.1,-8.821923,0,5.0,Low
1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,79.0,147.808136,0.0,3326.267,98.001149,216.64514,161.0,0.0,1334.0,39.0,74.16704,1022.92,912.5627,6.0,229.0,106.534315,43.0,0.0,0.0,0.0,-0.9849,69.658328,68.0,43.0,23.0,3075.838863,-17.68,-8.796676,0,6.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,110.0,161.58128599999998,0.0,3673.52,123.440412,239.41235800000004,176.0,0.0,1472.0,22.0,80.91407,983.56,977.603,6.0,252.0,135.158586,60.0,0.0,0.0,0.0,4.7256,66.936632,76.0,60.0,14.0,3260.0016559999995,-18.0,-8.704588,0,5.0,Low
3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,125.0,180.201829,0.0,3837.909,114.848898,257.118537,213.0,0.0,1554.0,7.0,97.694142,666.81,1097.8301,6.0,265.0,147.45568500000002,42.0,0.0,0.0,0.0,39.979,65.105908,52.0,42.0,7.0,3398.4076860000005,-16.0,-8.507402,1,2.0,Medium
1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,22.0,143.0,197.194416,0.0,4146.628000000001,122.240453,275.336179,238.0,0.0,1698.0,6.0,109.326377,637.67,1204.9486000000002,6.0,290.0,161.121677,45.0,0.0,0.0,0.0,48.5545,75.76692800000001,52.0,45.0,6.0,3713.066146,-17.37,-8.417002,1,3.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,123.0,170.53323,0.0,3756.436,120.272859,249.048537,197.0,0.0,1510.0,6.0,89.749234,748.68,1040.3554,6.0,258.0,151.425756,52.0,0.0,0.0,0.0,30.8227,64.196158,61.0,52.0,6.0,3152.577342,-17.07,-8.502045,1,3.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,129.0,188.778605,0.0,4030.595,121.324383,271.324716,222.0,0.0,1626.0,7.0,101.56533299999998,716.31,1149.6175,6.0,277.0,154.778433,44.0,0.0,0.0,0.0,43.4302,65.417933,55.0,44.0,7.0,3566.620699,-16.5,-8.484709,1,3.0,Medium
0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,73.0,137.714076,0.0,3118.397,92.775678,204.598537,148.0,0.0,1242.0,36.0,68.32911299999999,974.6,849.5137,6.0,213.0,101.463947,39.0,0.0,0.0,0.0,-3.7158,62.354172,65.0,39.0,23.0,2823.557852,-16.52,-8.831984,0,5.0,Low
4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,74.0,140.56242,0.0,3215.846,97.49046,211.804716,150.0,0.0,1272.0,32.0,68.747472,1010.94,859.8372,6.0,218.0,105.502812,44.0,0.0,0.0,0.0,-3.8026,62.05599,68.0,44.0,20.0,2863.845946,-17.02,-8.822495,0,5.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,93.0,138.713716,0.0,3178.894,103.131998,206.562358,153.0,0.0,1270.0,18.0,69.822936,846.5899999999999,849.691,6.0,218.0,121.569761,51.0,0.0,0.0,0.0,5.2259,61.93331499999999,65.0,51.0,12.0,2643.707117,-16.85,-8.7456875,0,5.0,Low
2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,102.0,144.513728,2.0,3399.834,118.635628,219.622602,158.0,0.0,1340.0,8.0,71.75271000000001,869.78,883.1351999999999,6.0,230.0,140.517014,60.0,0.0,2.0,2.0,9.079,52.697836,72.0,60.0,8.0,2692.163826,-17.18,-8.597414,2,0.0,High
4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,75.0,125.560526,0.0,2900.384,93.150142,190.794716,135.0,0.0,1142.0,18.0,62.247792,850.45,757.3835,6.0,196.0,102.45772,42.0,0.0,0.0,0.0,-10.087700000000002,56.958863,61.0,42.0,15.0,2388.4816090000004,-16.03,-8.751867,0,5.0,Low
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,107.0,148.301423,1.0,3489.908,121.435188,226.930877,162.0,0.0,1376.0,6.0,73.052206,890.48,903.3608,6.0,236.0,145.913144,64.0,0.0,1.0,1.0,10.5244,57.056409,74.0,64.0,6.0,2710.661907,-17.97,-8.562547,2,0.0,High
2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,154.0,172.182898,0.0,4048.662,180.36762,266.91028,188.0,0.0,1608.0,8.0,89.25132199999999,999.0,1048.0632,6.0,274.0,189.513664,74.0,0.0,0.0,0.0,10.5836,54.65946,86.0,74.0,8.0,3118.366946,-17.740000000000002,-8.587061,2,0.0,High
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,112.0,167.687185,0.0,3650.403,108.010911,242.958537,195.0,0.0,1470.0,11.0,88.985469,749.69,1021.6154,6.0,251.0,136.730274,47.0,0.0,0.0,0.0,31.9401,64.324737,56.0,47.0,6.0,3234.104968,-16.159999999999997,-8.554759,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,145.0,205.025701,0.0,4325.287,127.134348,288.54235800000004,246.0,0.0,1764.0,7.0,112.723503,698.1700000000001,1251.9458,6.0,301.0,166.24129200000002,47.0,0.0,0.0,0.0,51.3516,76.43912900000001,55.0,47.0,6.0,3889.331692,-17.87,-8.420556,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,99.0,139.650025,3.0,3268.8279999999995,107.412626,206.670841,156.0,0.0,1300.0,6.0,71.146686,791.48,850.822,6.0,224.0,131.722748,60.0,0.0,3.0,3.0,7.523,55.144531,68.0,60.0,6.0,2660.817065,-16.97,-8.650023,1,1.0,Medium
0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,101.0,136.107212,0.0,3154.776,107.290042,204.562358,151.0,0.0,1258.0,10.0,68.710766,791.3899999999999,833.079,6.0,216.0,130.552705,55.0,0.0,0.0,0.0,7.2193,59.83898299999999,65.0,55.0,8.0,2473.076067,-16.849999999999998,-8.651712,1,3.0,Medium
2.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,96.0,150.50132,0.0,3367.317,98.541116,219.562358,166.0,0.0,1348.0,21.0,77.43693499999999,818.26,905.4863,13.0,231.0,119.912406,50.0,0.0,0.0,0.0,-0.9032,65.575737,65.0,50.0,13.0,2971.8042490000003,-16.849999999999998,-8.795575,0,5.0,Low
3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,104.0,141.517541,0.0,3316.744,117.13925,217.724716,154.0,0.0,1308.0,7.0,69.50242399999999,848.52,863.6745000000001,6.0,224.0,140.69948599999998,59.0,0.0,0.0,0.0,9.9648,55.347236,70.0,59.0,7.0,2533.2943720000003,-17.1,-8.590252,2,0.0,High
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,118.0,191.944702,8.0,4210.76,108.246716,264.341646,224.0,0.0,1696.0,14.0,106.099214,760.9999999999999,1163.7006,14.0,292.0,147.565738,52.0,0.0,8.0,8.0,16.8432,59.95128,68.0,52.0,14.0,3969.075504,-17.68,-8.80368,1,3.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,142.0,203.965989,0.0,4319.667,127.822627,289.538537,243.0,0.0,1754.0,7.0,111.155259,721.37,1244.6542,6.0,299.0,165.96535,47.0,0.0,0.0,0.0,51.4807,73.036495,56.0,47.0,6.0,3872.783954,-17.58,-8.421278,1,3.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,71.0,132.047868,2.0,3154.936,89.118467,200.800859,143.0,0.0,1242.0,22.0,64.51440600000001,1016.98,800.4482,6.0,214.0,103.567818,62.0,0.0,2.0,2.0,-1.4419,61.863286,71.0,62.0,6.0,2814.580014,-17.47,-8.753387,1,4.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,115.0,168.746897,0.0,3656.023,107.322632,241.962358,198.0,0.0,1480.0,11.0,90.553713,726.49,1028.907,6.0,253.0,137.006216,47.0,0.0,0.0,0.0,31.811,67.727371,55.0,47.0,6.0,3250.652706,-16.450000000000003,-8.549803,1,3.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,124.0,157.811249,0.0,3637.339,131.022125,236.452358,174.0,0.0,1454.0,6.0,79.41602499999999,863.9299999999998,951.94,6.0,249.0,151.540929,67.0,0.0,0.0,0.0,10.2498,63.054818,75.0,67.0,6.0,2955.441378,-17.96,-8.588754,2,0.0,High
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,100.0,139.817759,0.0,3258.833,107.854742,210.732358,155.0,0.0,1298.0,11.0,70.157833,854.32,852.256,6.0,223.0,130.235705,60.0,0.0,0.0,0.0,6.863099999999999,63.95338399999999,68.0,60.0,6.0,2606.652513,-17.68,-8.649552,1,3.0,Medium
2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,90.0,146.053371,0.0,3169.245,93.196845,208.162358,169.0,0.0,1276.0,6.0,76.096228,625.34,888.655,6.0,219.0,115.851572,42.0,0.0,0.0,0.0,27.0771,63.439624,50.0,42.0,6.0,2756.277108,-16.25,-8.398925,1,3.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,119.0,178.976252,0.0,3871.666,118.554019,261.280895,207.0,0.0,1550.0,8.0,94.592112,757.78,1087.4396,6.0,264.0,147.68078200000002,44.0,0.0,0.0,0.0,35.4777,61.19342,57.0,44.0,8.0,3377.928824,-16.25,-8.550475,1,1.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,111.0,162.511518,4.0,3915.804,112.151259,248.139397,177.0,0.0,1550.0,22.0,83.111494,1183.12,980.2882,6.0,266.0,146.49802,80.0,0.0,4.0,4.0,-1.0568999999999995,56.163002000000006,89.0,80.0,6.0,3481.562818,-18.19,-8.621696,0,5.0,Low
3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,125.0,181.095676,0.0,3882.906,117.177461,259.288537,213.0,0.0,1570.0,8.0,97.7286,711.38,1102.0228,6.0,268.0,148.232666,44.0,0.0,0.0,0.0,35.219500000000004,67.998688,55.0,44.0,8.0,3411.0243,-16.83,-8.535688,1,2.0,Medium
3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,73.0,137.438823,0.0,3121.349,92.775678,204.598537,148.0,0.0,1242.0,33.0,67.996851,966.2,843.3616,6.0,213.0,101.463947,42.0,0.0,0.0,0.0,-2.4348000000000005,62.354172,65.0,42.0,20.0,2823.557852,-16.52,-8.834048,1,4.0,Medium
2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,78.0,133.541348,0.0,3130.622,91.180024,201.732358,146.0,0.0,1244.0,24.0,66.019764,980.92,812.8552,6.0,214.0,105.944438,58.0,0.0,0.0,0.0,-0.409,68.133196,68.0,58.0,8.0,2741.370682,-17.68,-8.773531,0,5.0,Low
2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,103.0,138.159803,1.0,3212.8079999999995,109.43969,206.598519,154.0,0.0,1280.0,6.0,70.007154,773.02,842.646,6.0,220.0,133.88022999999998,58.0,0.0,1.0,1.0,8.762,57.793931,66.0,58.0,6.0,2524.9196890000003,-16.89,-8.610673,1,2.0,Medium
3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,72.0,129.589685,0.0,3092.312,91.83381,201.724716,138.0,0.0,1212.0,23.0,61.917384,1024.52,787.0313000000001,6.0,208.0,105.449358,59.0,0.0,0.0,0.0,-0.5007999999999999,61.110052,70.0,59.0,7.0,2662.1349,-17.1,-8.734226,1,4.0,Medium
