A,B,C,D,E,H,I,P,N,DP,total_hba,total_num_aromatic_heterocycles,total_rot_bonds,total_n_nitrogen,total_num_rings,total_logp,total_tpsa,total_heavy_atom_count,total_hallkieralpha,total_kappa3,total_kappa2,total_balabanj,total_chi1v,total_n_carbon,total_n_oxygen,total_chi0v,total_num_aliphatic_rings,total_arom_rings,total_mw,total_bertzct,total_hbd,charge,total_num_valence_electrons,total_molar_ref,total_num_heteroatoms,total_num_sat_rings,total_kappa1,predicted_docking_score,Consensus_Class,score,fluorescence
0.0,5.0,2.0,8.0,0.0,0.0,7.0,0.0,0.0,22.0,56.0,0.0,76.0,8.0,5.0,17.8138,706.0600000000001,223.0,-22.66,100.560457,99.618165,67.19412700000001,69.13530600000001,167.0,48.0,137.034313,0.0,5.0,3139.861,3326.3705950000003,0.0,6.0,1242.0,865.7330000000001,56.0,0.0,190.819385,-8.703017,1,2,Medium
0.0,6.0,2.0,8.0,0.0,0.0,0.0,5.0,0.0,21.0,59.0,0.0,83.0,8.0,11.0,19.1014,725.91,242.0,-27.55,86.40300099999999,104.099555,57.531017000000006,73.582468,183.0,51.0,141.582083,0.0,11.0,3365.922,4315.714889000001,0.0,6.0,1310.0,925.675,59.0,0.0,193.434092,-8.976997,1,2,Medium
0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.0,4.0,22.0,64.0,0.0,92.0,16.0,8.0,8.085999999999999,963.46,248.0,-28.72,100.33355,110.1026,62.96079,73.92977,176.0,56.0,144.385356,0.0,8.0,3481.96,4174.709576,8.0,6.0,1360.0,935.9484,72.0,0.0,203.934128,-8.835842,1,2,Medium
0.0,0.0,3.0,9.0,0.0,0.0,0.0,5.0,4.0,21.0,62.0,0.0,85.0,17.0,5.0,1.673099999999999,955.5,226.0,-25.56,99.200734,102.234258,62.948871,66.797931,156.0,53.0,132.7489,0.0,5.0,3191.622,3567.328583,8.0,6.0,1251.0,847.4544000000001,70.0,0.0,190.84883,-8.704966,1,2,Medium
0.0,0.0,2.0,8.0,0.0,4.0,7.0,0.0,0.0,21.0,58.0,0.0,73.0,8.0,0.0,7.066399999999998,760.6800000000001,195.0,-18.13,101.113158,95.25971,67.47143700000001,59.685186,137.0,50.0,121.409777,0.0,0.0,2793.385,2354.934458,4.0,6.0,1116.0,746.5252,58.0,0.0,176.87,-8.566371,1,2,Medium
0.0,4.0,2.0,8.0,0.0,0.0,0.0,8.0,0.0,22.0,64.0,0.0,92.0,8.0,12.0,20.6536,779.9000000000001,260.0,-29.72,92.51459,112.836604,59.150082,79.15829,196.0,56.0,151.62296,0.0,12.0,3618.188,4664.843432,0.0,6.0,1408.0,992.084,64.0,0.0,207.317636,-8.982385,1,2,Medium
0.0,5.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,23.0,67.0,0.0,93.0,9.0,11.0,17.9511,833.77,264.0,-29.9,97.719302,115.10953,63.733988,79.981865,197.0,58.0,154.49148300000002,0.0,11.0,3682.252,4614.5500950000005,0.0,6.0,1435.0,1003.118,67.0,0.0,213.069981,-8.883365,1,2,Medium
0.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,3.0,21.0,57.0,0.0,75.0,15.0,6.0,5.420999999999999,863.46,219.0,-24.81,91.360344,95.584929,63.353889,64.908831,156.0,48.0,128.981526,0.0,6.0,3075.549,3548.6926170000006,6.0,6.0,1203.0,828.1983000000001,63.0,0.0,182.765262,-8.800603,1,2,Medium
0.0,5.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,23.0,68.0,0.0,91.0,10.0,9.0,13.3328,861.34,256.0,-28.51,100.343815,113.045105,65.884212,77.147356,188.0,58.0,150.665194,0.0,9.0,3584.128,4299.829873000001,0.0,6.0,1400.0,967.717,68.0,0.0,210.296449,-8.811221,1,2,Medium
0.0,0.0,5.0,11.0,3.0,0.0,0.0,2.0,0.0,21.0,65.0,0.0,80.0,11.0,2.0,1.3419999999999996,836.3100000000002,209.0,-21.64,99.154006,99.499742,65.384726,62.325289000000005,144.0,54.0,126.289025,0.0,2.0,2975.415,2891.423246,0.0,6.0,1175.0,780.6310000000001,65.0,0.0,183.523532,-8.648543,1,2,Medium
0.0,7.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,21.0,58.0,0.0,81.0,8.0,11.0,19.2226,716.6800000000001,240.0,-27.35,85.225871,102.632989,57.802556,72.943222,182.0,50.0,140.466728,0.0,11.0,3335.896,4287.481003,0.0,6.0,1298.0,919.017,58.0,0.0,191.648203,-8.977495,1,2,Medium
0.0,7.0,1.0,7.0,0.0,0.0,6.0,0.0,0.0,21.0,51.0,0.0,71.0,7.0,7.0,21.3029,633.73,218.0,-22.86,90.506784,94.62438,62.31448,67.734527,167.0,44.0,132.744481,0.0,7.0,3049.762,3479.1392670000005,0.0,6.0,1201.0,851.8240000000001,51.0,0.0,181.811139,-8.807944,1,2,Medium
0.0,5.0,2.0,8.0,0.0,0.0,0.0,7.0,0.0,22.0,63.0,0.0,90.0,8.0,12.0,20.7748,770.6700000000001,258.0,-29.52,91.33746,111.370038,59.421621,78.51904400000001,195.0,55.0,150.50760499999998,0.0,12.0,3588.162,4636.609546000001,0.0,6.0,1396.0,985.4260000000002,63.0,0.0,205.531747,-8.983317,1,2,Medium
0.0,0.0,2.0,8.0,0.0,0.0,5.0,7.0,0.0,22.0,63.0,0.0,90.0,8.0,7.0,18.053800000000003,770.6700000000001,243.0,-25.62,103.810965,110.308673,63.61571599999999,75.012604,180.0,55.0,146.4606,0.0,7.0,3418.077,3841.894011,0.0,6.0,1346.0,933.221,63.0,0.0,203.952362,-8.767797,1,2,Medium
0.0,4.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,21.0,60.0,0.0,71.0,7.0,4.0,4.696999999999999,815.8,200.0,-20.88,82.587603,95.850534,63.381298,58.910174,140.0,53.0,117.509008,0.0,4.0,2839.2160000000003,2842.0270920000003,9.0,6.0,1117.0,750.7312000000001,60.0,0.0,171.503508,-8.706253,1,2,Medium
0.0,0.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,22.0,61.0,0.0,84.0,7.0,8.0,18.4325,733.8700000000001,234.0,-26.03,90.227969,106.355425,61.978244,71.371527,173.0,54.0,138.898027,0.0,8.0,3283.834,3793.430612,0.0,6.0,1287.0,896.5390000000001,61.0,0.0,192.624128,-8.786569,1,2,Medium
0.0,6.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,21.0,51.0,0.0,64.0,7.0,6.0,16.306,633.73,201.0,-22.08,78.679422,89.35013400000001,62.456092,61.042345000000005,150.0,44.0,120.893623,0.0,6.0,2819.367,3114.855094,0.0,6.0,1107.0,777.2349999999999,51.0,0.0,167.495262,-8.640492,1,2,Medium
0.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,5.0,23.0,61.0,0.0,81.0,19.0,6.0,2.9688,1007.84,237.0,-27.45,100.430222,102.892629,70.126607,69.610739,166.0,52.0,138.752348,0.0,6.0,3331.811,3832.479459,10.0,6.0,1303.0,893.0005000000001,71.0,0.0,198.125262,-8.765587,1,2,Medium
0.0,0.0,1.0,7.0,0.0,0.0,8.0,6.0,0.0,22.0,59.0,0.0,86.0,7.0,6.0,21.4031,715.4100000000001,236.0,-24.07,105.139165,107.336581,64.796566,73.825511,177.0,52.0,144.51262100000002,0.0,6.0,3324.072,3595.083254,0.0,6.0,1315.0,917.325,59.0,0.0,200.420596,-8.72246,1,2,Medium
0.0,5.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0,21.0,48.0,0.0,69.0,16.0,5.0,10.998300000000002,817.1500000000001,210.0,-23.380000000000003,92.80701,90.550441,64.6319,63.456182000000005,152.0,42.0,126.102456,0.0,5.0,2951.566,3283.667504,10.0,6.0,1162.0,814.1805,58.0,0.0,177.099385,-8.787988,1,2,Medium
0.0,0.0,2.0,8.0,7.0,4.0,0.0,0.0,0.0,21.0,58.0,0.0,66.0,8.0,0.0,2.6137,760.6800000000001,181.0,-18.13,86.79109500000001,90.197737,66.77422999999999,53.694292,123.0,50.0,110.36832,0.0,0.0,2597.007,2149.593392,4.0,6.0,1032.0,682.3772000000001,58.0,0.0,162.87,-8.450269,1,2,Medium
0.0,0.0,1.0,7.0,5.0,0.0,0.0,9.0,0.0,22.0,62.0,0.0,87.0,7.0,9.0,19.4916,743.1,241.0,-27.01,90.956407,108.757403,60.967487000000006,73.567903,179.0,55.0,142.400134,0.0,9.0,3375.931,4009.942043,0.0,6.0,1321.0,922.802,62.0,0.0,196.725894,-8.845437,1,2,Medium
0.0,0.0,1.0,7.0,4.0,0.0,0.0,9.0,0.0,21.0,60.0,0.0,85.0,7.0,9.0,18.7561,716.8,234.0,-26.22,87.927516,105.355464,57.79458699999999,71.466949,174.0,53.0,138.09207400000005,0.0,9.0,3275.8140000000003,3933.792703,0.0,6.0,1281.0,895.9720000000001,60.0,0.0,190.515894,-8.894243,1,2,Medium
0.0,8.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,21.0,51.0,0.0,71.0,7.0,8.0,21.8471,633.73,221.0,-23.64,88.012083,94.836653,61.475661,68.435815,170.0,44.0,133.553882,0.0,8.0,3083.779,3638.082374,0.0,6.0,1211.0,862.2650000000001,51.0,0.0,182.127016,-8.857149,1,2,Medium
0.0,8.0,1.0,7.0,0.0,6.0,0.0,0.0,0.0,22.0,59.0,0.0,74.0,7.0,8.0,13.2365,781.4100000000001,224.0,-24.67,82.818127,100.203713,63.781736,66.912285,165.0,52.0,130.90111299999998,0.0,8.0,3139.62,3636.710916,6.0,6.0,1227.0,851.7458000000001,59.0,0.0,184.097016,-8.90734,1,2,Medium
0.0,8.0,1.0,7.0,0.0,0.0,6.0,0.0,0.0,22.0,53.0,0.0,74.0,7.0,8.0,23.2187,660.0300000000001,230.0,-24.43,93.086983,98.961731,64.74816200000001,71.392611,177.0,46.0,139.439293,0.0,8.0,3211.95,3743.566152,0.0,6.0,1263.0,898.259,53.0,0.0,190.337016,-8.839925,1,2,Medium
0.0,8.0,2.0,8.0,0.0,0.0,0.0,5.0,0.0,23.0,63.0,0.0,89.0,8.0,13.0,22.933,778.51,266.0,-30.69,91.563399,112.774257,62.398381,80.898636,203.0,55.0,154.971707,0.0,13.0,3690.298,4844.5686590000005,0.0,6.0,1434.0,1018.545,63.0,0.0,210.485846,-8.985827,1,2,Medium
3.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,21.0,51.0,0.0,59.0,11.0,0.0,3.4907000000000004,730.13,171.0,-17.97,85.99629,80.835954,67.115825,50.524115,117.0,43.0,105.137024,0.0,0.0,2445.897,2048.784653,3.0,6.0,972.0,654.4141999999999,54.0,0.0,153.03,-8.337897,1,2,Medium
4.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,21.0,50.0,0.0,58.0,12.0,0.0,2.4129,746.9200000000001,169.0,-17.970000000000002,86.177399,78.95554100000001,67.14773,49.612884,115.0,42.0,103.59902,0.0,0.0,2416.859,2030.548716,4.0,6.0,960.0,646.9756,54.0,0.0,151.03,-8.3401165,1,2,Medium
4.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,23.0,54.0,0.0,62.0,12.0,0.0,3.8839,799.5200000000001,183.0,-19.55,92.235181,85.75941900000001,73.49352999999999,53.814792,125.0,46.0,112.21514,0.0,0.0,2617.093,2182.847396,4.0,6.0,1040.0,700.6356000000001,58.0,0.0,163.45,-8.321545,1,2,Medium
4.0,0.0,3.0,9.0,0.0,0.0,5.0,0.0,0.0,21.0,53.0,0.0,67.0,13.0,0.0,3.0933,792.95,185.0,-18.54,100.488833,85.310767,67.774445,55.450337000000005,128.0,44.0,114.6637,0.0,0.0,2643.199,2295.523546,4.0,6.0,1053.0,709.9206,57.0,0.0,166.46,-8.563315,1,2,Medium
4.0,0.0,2.0,8.0,0.0,0.0,0.0,9.0,0.0,23.0,63.0,0.0,89.0,12.0,9.0,13.4158,882.59,246.0,-28.37,98.791123,107.377221,64.396717,73.582176,179.0,55.0,143.734103,0.0,9.0,3445.966,4131.450275,4.0,6.0,1346.0,937.0026,67.0,0.0,200.36589400000005,-8.850404,1,2,Medium
4.0,0.0,1.0,7.0,0.0,0.0,0.0,10.0,0.0,22.0,59.0,0.0,86.0,11.0,10.0,16.2395,819.49,240.0,-27.99,92.409281,103.637729,60.08435,72.119355,177.0,52.0,139.750225,0.0,10.0,3351.876,4153.509726,4.0,6.0,1307.0,919.3106,63.0,0.0,192.82766,-8.964485,1,2,Medium
5.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,0.0,63.0,13.0,6.0,8.4169,763.71,197.0,-22.65,83.66635600000001,82.6876,62.744327,58.044433,143.0,41.0,116.381528,0.0,6.0,2760.2470000000003,3141.9780490000003,5.0,6.0,1080.0,757.167,54.0,0.0,162.92526199999998,-8.756198,1,2,Medium
5.0,0.0,2.0,8.0,0.0,0.0,6.0,0.0,0.0,21.0,49.0,0.0,63.0,13.0,0.0,5.1517,763.71,179.0,-17.97,98.63456200000002,81.413962,67.777241,53.836705,125.0,41.0,111.525122,0.0,0.0,2556.145,2188.319407,5.0,6.0,1020.0,694.521,54.0,0.0,161.03,-8.474797,1,2,Medium
5.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,21.0,46.0,0.0,53.0,12.0,0.0,3.8352,717.6800000000001,161.0,-17.4,82.277119,74.335597,67.05092499999999,47.14341,110.0,39.0,98.883091,0.0,0.0,2301.751,1894.010139,5.0,6.0,915.0,622.412,51.0,0.0,143.6,-8.277179,1,2,Medium
5.0,0.0,3.0,9.0,0.0,0.0,0.0,4.0,0.0,21.0,56.0,0.0,73.0,14.0,4.0,3.0714,846.66,201.0,-22.46,93.353649,89.422571,63.265317,59.0454,140.0,47.0,119.247369,0.0,4.0,2842.2789999999995,2996.6611430000003,5.0,6.0,1117.0,761.7140000000002,61.0,0.0,170.867064,-8.6702175,1,2,Medium
5.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,52.0,0.0,65.0,14.0,4.0,3.5562,809.74,193.0,-21.66,88.645129,83.556307,64.351473,56.488416,136.0,43.0,114.785949,0.0,4.0,2722.175,2883.7255990000003,5.0,6.0,1069.0,735.0820000000001,57.0,0.0,163.723508,-8.665105,1,2,Medium
5.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,50.0,0.0,64.0,14.0,5.0,6.6164000000000005,769.6100000000001,195.0,-21.91,86.39562699999999,83.34509,63.50551,57.490851000000006,140.0,41.0,116.149097,0.0,5.0,2741.245,2998.325678,5.0,7.0,1075.0,750.7370000000001,55.0,0.0,163.569385,-8.684649,1,2,Medium
5.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,21.0,49.0,0.0,57.0,13.0,0.0,1.3351000000000002,763.71,167.0,-17.97,86.358508,77.075128,67.17963499999999,48.701653,113.0,41.0,102.061016,0.0,0.0,2387.821,2012.312779,5.0,6.0,948.0,639.537,54.0,0.0,149.03,-8.344542,1,2,Medium
5.0,7.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,21.0,46.0,0.0,59.0,11.0,7.0,11.514599999999998,732.34,193.0,-22.41,76.05848499999999,80.93435799999999,61.563279,56.81244,142.0,40.0,112.875393,0.0,7.0,2698.175,3128.22601,8.0,6.0,1054.0,746.7574000000001,51.0,0.0,157.261139,-8.852363,1,2,Medium
5.0,4.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,21.0,43.0,0.0,53.0,11.0,4.0,11.0565,671.6500000000001,175.0,-19.950000000000003,76.40096199999999,75.337714,63.965343,51.813687,127.0,37.0,105.252174,0.0,4.0,2463.965,2528.817679,5.0,6.0,970.0,683.7070000000001,48.0,0.0,147.433508,-8.278215,1,2,Medium
6.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,21.0,48.0,0.0,56.0,14.0,0.0,0.2573000000000003,780.5,165.0,-17.97,86.53961699999999,75.194715,67.21154,47.790422,111.0,40.0,100.523012,0.0,0.0,2358.783,1994.076842,6.0,6.0,936.0,632.0984,54.0,0.0,147.03,-8.344027,1,2,Medium
6.0,0.0,2.0,8.0,0.0,0.0,0.0,5.0,0.0,21.0,53.0,0.0,71.0,14.0,5.0,5.5528,826.65,200.0,-22.87,90.181807,87.204605,62.157755,58.772302,141.0,45.0,118.033547,0.0,5.0,2819.268,3076.633997,6.0,6.0,1106.0,763.4134,59.0,0.0,167.53883,-8.712888,1,2,Medium
6.0,0.0,2.0,8.0,0.0,0.0,6.0,0.0,0.0,22.0,50.0,0.0,64.0,14.0,0.0,4.8094,806.8,184.0,-18.76,101.844562,82.935488,70.982046,55.026428,128.0,42.0,114.295178,0.0,0.0,2627.224,2246.2328099999995,6.0,6.0,1048.0,713.9123999999999,56.0,0.0,165.24,-8.466698,1,2,Medium
7.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,47.0,0.0,59.0,15.0,4.0,3.900699999999999,797.2900000000001,183.0,-21.09,84.92595800000001,77.05595,64.286573,53.107711,129.0,39.0,108.532016,0.0,4.0,2578.0289999999995,2728.951085,7.0,6.0,1012.0,703.0798,54.0,0.0,154.29350799999995,-8.53661,1,2,Medium
7.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,21.0,44.0,0.0,57.0,14.0,6.0,8.761399999999998,751.26,187.0,-22.08,79.947185,76.187243,62.679427,54.66372799999999,136.0,37.0,110.127595,0.0,6.0,2616.101,2987.203535,7.0,6.0,1023.0,725.1648,51.0,0.0,153.495262,-8.696748,1,2,Medium
0.0,2.0,0.0,5.0,0.0,8.0,7.0,0.0,0.0,22.0,57.0,0.0,71.0,5.0,2.0,11.6725,769.94,201.0,-19.46,94.13944,97.181053,68.640636,61.21685,144.0,52.0,122.598454,0.0,2.0,2866.431,2572.509362,8.0,5.0,1141.0,770.7873999999999,57.0,0.0,177.731754,-8.571451,1,3,Medium
0.0,2.0,0.0,6.0,0.0,8.0,6.0,0.0,0.0,22.0,58.0,0.0,72.0,6.0,2.0,10.4162,775.8399999999999,202.0,-19.5,94.37401,98.050816,68.563,61.36455599999999,144.0,52.0,123.175424,0.0,2.0,2881.446,2587.800098,8.0,6.0,1146.0,774.7984000000001,58.0,0.0,178.691754,-8.605598,1,3,Medium
0.0,2.0,0.0,6.0,0.0,7.0,7.0,0.0,0.0,22.0,57.0,0.0,72.0,6.0,2.0,12.0799,755.61,203.0,-19.46,96.085486,97.843819,68.72407100000001,62.111277,146.0,51.0,124.598454,0.0,2.0,2893.501,2605.609304,7.0,6.0,1152.0,782.5506,57.0,0.0,179.731754,-8.563723,1,3,Medium
0.0,3.0,0.0,5.0,0.0,8.0,6.0,0.0,0.0,22.0,57.0,0.0,71.0,5.0,3.0,12.2167,769.94,204.0,-20.24,91.64473900000002,97.393326,67.801817,61.918138,147.0,52.0,123.40785499999998,0.0,3.0,2900.448,2731.452469,8.0,5.0,1151.0,781.2284,57.0,0.0,178.04763099999997,-8.637385,1,3,Medium
0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,23.0,62.0,0.0,80.0,18.0,6.0,-0.8920000000000012,1116.29,236.0,-28.92,98.696153,100.65909200000002,70.487661,67.959485,162.0,56.0,134.913944,0.0,6.0,3316.62,3911.70295,12.0,1.0,1294.0,866.9466,74.0,0.0,195.655262,-8.983204,1,3,Medium
0.0,4.0,0.0,5.0,0.0,0.0,0.0,10.0,2.0,21.0,57.0,0.0,88.0,9.0,14.0,23.7335,765.88,256.0,-30.77,83.51131400000001,107.670479,54.103201,77.83005399999999,195.0,52.0,146.963645,0.0,14.0,3543.0840000000003,4871.9746620000005,4.0,5.0,1373.0,981.4972,61.0,0.0,198.431168,-9.216922,1,3,Medium
0.0,6.0,0.0,5.0,0.0,0.0,5.0,0.0,6.0,22.0,49.0,0.0,71.0,17.0,6.0,11.572699999999998,883.44,221.0,-25.44,94.612678,93.54680100000002,67.257076,66.36071799999999,160.0,44.0,131.220298,0.0,6.0,3098.699,3569.213296,12.0,5.0,1217.0,853.0116,61.0,0.0,184.135262,-8.846312,1,3,Medium
0.0,5.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,21.0,56.0,0.0,67.0,6.0,5.0,10.1062,748.22,202.0,-22.85,82.24996499999999,90.261707,63.49358,60.145752,146.0,50.0,119.423362,0.0,5.0,2843.23,3102.9847730000006,0.0,2.0,1116.0,756.3050000000001,56.0,0.0,169.62938499999998,-8.697886,1,3,Medium
0.0,5.0,2.0,8.0,0.0,6.0,0.0,0.0,0.0,21.0,60.0,0.0,73.0,8.0,5.0,6.46,801.1400000000001,208.0,-22.11,85.216701,96.73506899999998,62.9552,61.698184000000005,148.0,52.0,122.61072199999998,0.0,5.0,2939.36,3114.031581,6.0,6.0,1154.0,783.2258000000002,60.0,0.0,176.36938499999997,-8.735426,1,3,Medium
0.0,6.0,2.0,8.0,0.0,5.0,0.0,0.0,0.0,21.0,59.0,0.0,73.0,8.0,6.0,8.6679,780.91,212.0,-22.85,84.433476,96.740345,62.277452,63.146193,153.0,51.0,124.843153,0.0,6.0,2985.432,3290.783894,5.0,6.0,1170.0,801.4190000000001,59.0,0.0,177.725262,-8.790977,1,3,Medium
0.0,5.0,2.0,7.0,0.0,0.0,7.0,0.0,0.0,21.0,53.0,0.0,72.0,7.0,5.0,17.6985,673.86,213.0,-21.83,95.250987,94.623324,63.99926200000001,66.030804,160.0,46.0,130.571932,0.0,5.0,2996.675,3205.596081,0.0,5.0,1185.0,825.728,53.0,0.0,181.649385,-8.713167,1,3,Medium
0.0,0.0,2.0,8.0,5.0,6.0,0.0,0.0,0.0,21.0,60.0,0.0,68.0,8.0,0.0,0.5585,801.1400000000001,183.0,-18.21,87.460161,92.058009,66.65128999999999,53.912534,123.0,52.0,110.676962,0.0,0.0,2629.005,2172.643856,6.0,6.0,1044.0,685.2008000000001,60.0,0.0,164.79,-8.560251,1,3,Medium
0.0,0.0,2.0,8.0,0.0,5.0,6.0,0.0,0.0,21.0,59.0,0.0,73.0,8.0,0.0,5.402699999999999,780.9100000000001,194.0,-18.17,99.401682,95.466707,67.310366,58.938465,135.0,51.0,119.986747,0.0,0.0,2781.33,2337.125252,5.0,6.0,1110.0,738.7729999999999,59.0,0.0,175.82999999999998,-8.58156,1,3,Medium
0.0,4.0,2.0,8.0,0.0,7.0,0.0,0.0,0.0,21.0,61.0,0.0,73.0,8.0,4.0,4.252099999999999,821.3700000000001,204.0,-21.37,85.999926,96.729793,63.632948,60.250175,143.0,53.0,120.378291,0.0,4.0,2893.288,2937.279268,7.0,6.0,1138.0,765.0326,61.0,0.0,175.013508,-8.701476,1,3,Medium
0.0,0.0,2.0,8.0,0.0,6.0,0.0,5.0,0.0,21.0,65.0,0.0,83.0,8.0,5.0,5.853999999999999,847.2900000000001,218.0,-23.11,91.102351,104.067899,61.597505,64.894414,153.0,57.0,128.187497,0.0,5.0,3089.49,3255.201011,6.0,6.0,1214.0,816.5158,65.0,0.0,185.29883,-8.727228,1,3,Medium
0.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,21.0,54.0,0.0,73.0,16.0,7.0,7.139799999999998,863.32,220.0,-25.55,88.336311,94.032721,62.69942,65.157718,158.0,46.0,128.76770399999998,0.0,7.0,3079.564,3684.411603,8.0,6.0,1202.0,836.2493999999999,62.0,0.0,181.121139,-8.905185,1,3,Medium
0.0,4.0,3.0,9.0,0.0,5.0,0.0,0.0,0.0,21.0,62.0,0.0,75.0,9.0,4.0,3.8072,826.9399999999999,208.0,-21.86,89.412249,97.609052,63.884598,61.590176,146.0,53.0,123.247574,0.0,4.0,2947.36,3032.531444,5.0,6.0,1159.0,779.3340000000001,62.0,0.0,178.523508,-8.699738,1,3,Medium
0.0,0.0,1.0,7.0,0.0,7.0,0.0,6.0,0.0,21.0,64.0,0.0,83.0,7.0,6.0,8.3856,830.72,220.0,-23.56,88.083933,104.660482,60.396568,65.641668,156.0,57.0,128.666,0.0,6.0,3111.516,3364.935034,7.0,6.0,1221.0,827.0656,64.0,0.0,184.930596,-8.7835655,1,3,Medium
0.0,8.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,21.0,56.0,0.0,71.0,7.0,8.0,13.5286,734.8800000000001,216.0,-23.84,79.45470300000001,95.871638,60.670306,64.70221000000001,160.0,49.0,126.438732,0.0,8.0,3023.504,3549.036344,5.0,6.0,1181.0,823.5040000000001,56.0,0.0,176.92701599999998,-8.921635,1,3,Medium
0.0,5.0,2.0,10.0,0.0,0.0,0.0,0.0,4.0,21.0,56.0,0.0,75.0,18.0,5.0,3.538800000000001,875.12,216.0,-24.07,93.79485300000002,95.347701,64.221786,64.050554,152.0,46.0,128.302842,0.0,5.0,3041.56,3397.106861,8.0,8.0,1192.0,823.3894,64.0,0.0,182.409385,-8.7023,1,3,Medium
0.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,4.0,21.0,57.0,0.0,75.0,17.0,5.0,2.279100000000001,909.35,216.0,-24.56,93.315084,94.901428,64.306566,63.601701,151.0,48.0,127.172125,0.0,5.0,3041.492,3426.1591530000005,8.0,6.0,1191.0,814.1643999999999,65.0,0.0,181.919385,-8.730955,1,3,Medium
0.0,0.0,3.0,9.0,0.0,4.0,5.0,0.0,0.0,21.0,61.0,0.0,75.0,9.0,0.0,3.2941,806.71,197.0,-18.7,101.102529,96.552963,67.40094500000001,59.531745,136.0,52.0,121.433,0.0,0.0,2823.347,2414.568222,4.0,6.0,1125.0,745.3222000000001,61.0,0.0,178.3,-8.597696,1,3,Medium
0.0,0.0,2.0,8.0,0.0,0.0,0.0,7.0,5.0,22.0,63.0,0.0,90.0,18.0,7.0,5.065300000000001,1000.12,243.0,-28.270000000000003,101.11116,107.952533,64.18500599999999,71.983394,170.0,55.0,141.4606,0.0,7.0,3417.8770000000004,4023.942226,10.0,6.0,1336.0,915.2565,73.0,0.0,201.302362,-8.792486,1,3,Medium
0.0,6.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,21.0,58.0,0.0,71.0,7.0,6.0,9.1128,775.3400000000001,208.0,-22.36,81.021153,95.861086,62.025802,61.806192,150.0,51.0,121.97387,0.0,6.0,2931.36,3195.531718,7.0,6.0,1149.0,787.1175999999999,58.0,0.0,174.215262,-8.785529,1,3,Medium
0.0,0.0,2.0,8.0,0.0,0.0,6.0,0.0,6.0,22.0,56.0,0.0,76.0,20.0,0.0,-0.4934000000000011,981.4,208.0,-21.94,109.794196,95.729432,72.07137,61.99381400000001,140.0,48.0,126.987308,0.0,0.0,2969.536,2750.112918,12.0,6.0,1180.0,791.9706000000001,68.0,0.0,186.06,-8.597939,1,3,Medium
0.0,5.0,2.0,8.0,0.0,7.0,0.0,0.0,0.0,22.0,63.0,0.0,76.0,8.0,5.0,6.1679,847.6700000000001,216.0,-22.94,88.58012500000001,101.06714399999998,66.06663,63.908259,153.0,55.0,127.073103,0.0,5.0,3055.476,3201.706153,7.0,6.0,1200.0,811.4676000000001,63.0,0.0,183.539385,-8.738602,1,3,Medium
0.0,0.0,2.0,8.0,0.0,6.0,5.0,0.0,0.0,21.0,60.0,0.0,73.0,8.0,0.0,3.739,801.1400000000001,193.0,-18.21,97.690206,95.673704,67.149295,58.191744,133.0,52.0,118.563717,0.0,0.0,2769.275,2319.316046,6.0,6.0,1104.0,731.0208,60.0,0.0,174.79000000000002,-8.595369,1,3,Medium
0.0,3.0,3.0,9.0,0.0,6.0,0.0,0.0,0.0,21.0,63.0,0.0,75.0,9.0,3.0,1.5992999999999995,847.1700000000001,204.0,-21.12,90.195474,97.603776,64.56234599999999,60.14216699999999,141.0,54.0,121.015143,0.0,3.0,2901.288,2855.779131,6.0,6.0,1143.0,761.1408000000001,63.0,0.0,177.16763099999997,-8.685923,1,3,Medium
