A3413,A3407,A3400,M0562,D5915,M0082,D5927,A1235,D5795,M2901,M3342,A1405,D1531,E0652,H1770,M0085,A0141,M0081,A0142,M0280,A1389,M0326,M0591,A0144,D4129,M0083,GluMA,GalAM,DP,total_hbd,total_balabanj,total_n_oxygen,total_n_nitrogen,total_logp,total_num_sat_rings,total_n_carbon,total_chi1v,total_tpsa,total_num_valence_electrons,total_bertzct,total_num_aromatic_heterocycles,total_molar_ref,total_num_aliphatic_rings,total_num_rings,total_kappa3,total_mw,total_arom_rings,total_kappa1,charge,total_heavy_atom_count,total_chi0v,total_hallkieralpha,total_hba,total_num_heteroatoms,total_rot_bonds,total_kappa2,predicted_docking_score,Consensus_Class,score,fluorescence
3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,54.36598,46.0,13.0,-15.3884,4.0,136.0,63.209081,827.1800000000001,1144.0,2508.490268,0.0,740.9893,4.0,4.0,87.465706,2902.844,0.0,182.023181,5.0,198.0,123.690893,-16.4,46.0,62.0,69.0,96.133303,-8.726912,1,3.0,Medium
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,76.716721,46.0,5.0,35.4946,0.0,210.0,94.775424,683.0799999999999,1524.0,3497.6298810000003,0.0,1062.0067,0.0,0.0,107.07259,3717.3870000000006,0.0,244.05,3.0,261.0,176.069497,-16.95,46.0,51.0,114.0,128.469366,-8.499569,0,5.0,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,68.157085,47.0,6.0,-3.4887,0.0,123.0,53.17809799999999,708.0700000000002,1014.0,2106.733101,0.0,656.6392000000001,0.0,0.0,92.72331,2525.028,0.0,158.97,0.0,176.0,109.753152,-17.03,47.0,53.0,63.0,83.67190099999999,-8.589308,1,4.0,Medium
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,58.874122,45.0,10.0,-4.099300000000002,0.0,121.0,52.605031,976.32,1050.0,2219.9079890000003,0.0,683.4182000000001,0.0,0.0,100.29067700000002,2698.269,0.0,177.014805,-5.0,181.0,112.471995,-17.08,45.0,60.0,58.0,89.526724,-8.651287,2,0.0,Low
4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,19.809998,40.0,29.0,-10.7016,3.0,144.0,68.50773,1145.9299999999998,1348.0,2971.86683,0.0,922.1015,3.0,3.0,110.498951,3609.942,0.0,248.791168,18.0,228.0,151.61789599999997,-14.03,40.0,84.0,69.0,132.356321,-8.762317,1,4.0,Medium
0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,61.169815,46.0,14.0,-13.4524,0.0,128.0,57.065413,994.81,1120.0,2247.08454,0.0,724.8848,0.0,0.0,110.850331,2872.517,0.0,188.104805,-3.0,193.0,119.663173,-17.990000000000002,46.0,65.0,71.0,102.380629,-8.646225,1,3.0,Medium
5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,56.604611,42.0,10.0,1.1346999999999987,0.0,133.0,57.093951,781.8499999999999,1108.0,2571.787881,0.0,741.108,0.0,0.0,96.801733,2832.708,0.0,187.990895,5.0,190.0,126.683818,-15.54,42.0,57.0,46.0,82.203948,-8.721268,1,3.0,Medium
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,63.73125,44.0,6.0,28.505099999999995,0.0,177.0,79.52708399999999,786.26,1344.0,2977.453291,0.0,929.1764,0.0,0.0,102.923604,3343.8720000000003,0.0,222.078537,0.0,230.0,151.977157,-16.04,44.0,53.0,97.0,120.732417,-8.526724,1,2.0,Medium
0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,55.840733,42.0,14.0,-13.2593,0.0,119.0,53.432874,947.55,1046.0,2159.415333,0.0,680.1062000000002,0.0,0.0,99.685561,2688.326,0.0,176.68480499999998,-1.0,180.0,112.224792,-16.41,42.0,61.0,63.0,92.728178,-8.653853,1,1.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,54.725865,45.0,8.0,-9.1987,0.0,103.0,44.435774,920.97,926.0,1902.885143,0.0,586.1974,0.0,0.0,92.36300599999998,2382.3160000000003,0.0,154.605844,-6.0,160.0,96.615338,-15.87,45.0,57.0,53.0,80.71235300000001,-8.5598755,2,0.0,Low
3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,59.424026,47.0,7.0,-11.339900000000002,0.0,111.0,48.906388,878.5999999999999,972.0,2031.182047,0.0,615.7291,0.0,0.0,83.93462,2479.086,0.0,159.918537,-2.0,168.0,102.660272,-16.2,47.0,57.0,57.0,81.29125300000001,-8.548044,1,3.0,Medium
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,77.17005,48.0,4.0,14.9326,0.0,168.0,74.107934,787.9200000000001,1276.0,2880.405286,0.0,855.04,0.0,0.0,97.609964,3136.164,0.0,202.3,-4.0,220.0,142.536752,-17.700000000000003,48.0,52.0,86.0,100.587292,-8.577822,1,1.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,72.202131,43.0,15.0,-17.8626,0.0,128.0,57.942571,828.56,1072.0,2228.385124,0.0,697.8277,0.0,0.0,91.667715,2666.302,0.0,168.06,2.0,186.0,115.029251,-17.939999999999998,43.0,58.0,70.0,87.77420199999999,-8.709825,1,3.0,Medium
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,54.9443,41.0,10.0,-1.950300000000002,0.0,115.0,49.228055,896.0600000000001,994.0,2203.7270630000003,0.0,652.9222000000001,0.0,0.0,93.870677,2556.159,0.0,168.594805,-3.0,171.0,108.784803,-15.5,41.0,56.0,44.0,77.808784,-8.670998,1,3.0,Medium
4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,43.56459099999999,45.0,14.0,-18.6667,4.0,115.0,51.846441,987.29,1048.0,2327.111601,0.0,667.4516,4.0,4.0,90.037284,2746.081,0.0,176.297897,0.0,181.0,111.671398,-15.95,45.0,66.0,48.0,85.88582299999999,-8.652723,0,5.0,High
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,60.213946,43.0,6.0,-5.131100000000002,0.0,103.0,43.361049,862.8400000000001,894.0,1937.737703,0.0,569.9746,0.0,0.0,84.13796699999999,2282.8190000000004,0.0,146.856883,-7.0,155.0,94.959061,-16.0,43.0,52.0,42.0,67.381152,-8.535602,2,0.0,Low
0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,74.459093,46.0,7.0,-3.0962000000000014,0.0,136.0,59.572839,752.6100000000001,1090.0,2316.829059,0.0,711.2438999999999,0.0,0.0,90.349635,2702.363,0.0,171.26000000000002,-2.0,189.0,119.269709,-17.740000000000002,46.0,53.0,65.0,85.708519,-8.633675,1,3.0,Medium
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,50.361282,51.0,13.0,-11.0532,5.0,134.0,61.691687,959.57,1168.0,2710.152798,0.0,755.7721,5.0,5.0,84.500417,2989.2300000000005,0.0,186.895521,5.0,202.0,124.702204,-16.31,51.0,68.0,60.0,93.99006400000002,-8.743895,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,68.35997,46.0,5.0,9.162,0.0,144.0,64.285633,680.57,1128.0,2315.09718,0.0,751.7215000000001,0.0,0.0,90.692271,2788.581,0.0,178.05,0.0,195.0,123.688231,-16.95,46.0,51.0,83.0,102.268206,-8.503833,1,4.0,Medium
2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,64.496511,46.0,6.0,-8.694300000000002,0.0,117.0,50.387794,858.39,988.0,2189.413437,0.0,627.7302,0.0,0.0,83.704824,2492.7490000000003,0.0,160.00235800000002,-5.0,171.0,106.260024,-16.410000000000004,46.0,54.0,53.0,72.716136,-8.616734,2,0.0,Low
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,68.871218,51.0,8.0,-15.121100000000002,3.0,129.0,58.177606,861.03,1078.0,2364.57731,0.0,680.2808,3.0,3.0,83.21707599999999,2693.1360000000004,0.0,164.248483,-2.0,188.0,113.220045,-17.98,51.0,59.0,64.0,83.169261,-8.711329,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,68.755368,48.0,10.0,-2.376900000000001,0.0,137.0,61.68922500000001,814.18,1128.0,2346.107572,0.0,739.775,0.0,0.0,92.881995,2797.465,0.0,177.77,0.0,195.0,121.169937,-17.229999999999997,48.0,58.0,80.0,99.93706899999998,-8.688864,1,4.0,Medium
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,56.207637,42.0,8.0,10.603,0.0,132.0,58.100688000000005,810.3000000000001,1082.0,2338.177557,0.0,729.6874,0.0,0.0,87.253414,2747.1500000000005,0.0,181.074716,0.0,186.0,119.593936,-15.75,42.0,54.0,64.0,94.039165,-8.598648,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,72.699986,48.0,4.0,1.7663999999999973,0.0,132.0,57.828584,787.9200000000001,1060.0,2246.364278,0.0,689.424,0.0,0.0,84.965064,2631.192,0.0,166.3,-4.0,184.0,113.934824,-17.700000000000003,48.0,52.0,68.0,86.134642,-8.55117,2,0.0,Low
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,54.844197,42.0,9.0,-4.988100000000001,3.0,121.0,53.638794,822.9300000000001,1008.0,2232.675174,0.0,654.2435,3.0,3.0,86.46940800000002,2561.327,0.0,161.005366,-4.0,175.0,108.263217,-16.080000000000002,42.0,54.0,54.0,80.395921,-8.689318,1,1.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,69.387517,46.0,4.0,-0.1394000000000019,0.0,124.0,54.321,761.62,1002.0,2119.1449970000003,0.0,648.7429999999999,0.0,0.0,80.83998600000001,2488.994,0.0,157.09,-4.0,174.0,107.2899,-16.91,46.0,50.0,64.0,81.103177,-8.556501,2,0.0,Low
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,21.0,29.0,65.933426,78.0,5.0,-3.043300000000002,6.0,192.0,91.33863,1239.93,1596.0,3964.784724,0.0,1004.7067,6.0,6.0,94.922127,3961.749,0.0,245.08629,0.0,275.0,167.656271,-18.23,78.0,83.0,106.0,125.910087,-8.736261,1,2.0,Medium
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,48.145323,44.0,12.0,-5.748500000000001,0.0,115.0,51.03349,949.59,1032.0,2117.368307,0.0,673.122,0.0,0.0,102.754014,2672.663,0.0,177.303766,-1.0,177.0,110.280052,-15.41,44.0,62.0,63.0,97.57159,-8.652435,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,78.24488,52.0,8.0,-0.8676000000000004,0.0,156.0,70.18456,814.28,1248.0,2525.571432,0.0,819.4936,0.0,0.0,102.664344,3091.896,0.0,196.56,0.0,216.0,135.34446400000002,-19.44,52.0,60.0,92.0,112.300824,-8.627281,1,4.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,67.942176,52.0,10.0,-14.3046,4.0,142.0,65.27447,851.48,1172.0,2603.627116,0.0,750.0962,4.0,4.0,85.59508199999999,2923.532,0.0,178.204644,2.0,204.0,124.62201,-18.1,52.0,62.0,72.0,92.755758,-8.750991,1,3.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,59.244005,51.0,4.0,17.736800000000002,0.0,156.0,69.59920699999999,872.5899999999999,1256.0,2777.298628,0.0,843.7156,0.0,0.0,97.070348,3169.745,0.0,209.874716,2.0,215.0,138.964791,-15.95,51.0,59.0,83.0,111.751398,-8.610624,1,4.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,51.858048,45.0,11.0,-14.392600000000002,3.0,112.0,49.978925,934.29,992.0,2202.866552,0.0,629.7175,3.0,3.0,88.11130700000001,2550.5800000000004,0.0,160.714327,-3.0,172.0,104.247248,-15.99,45.0,60.0,50.0,79.161368,-8.669358,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,22.0,24.0,71.87687,68.0,8.0,4.433,4.0,204.0,96.521726,1066.96,1628.0,3833.32591,0.0,1061.8004,4.0,4.0,103.747556,4021.176,0.0,253.55086,4.0,280.0,176.205896,-18.66,68.0,76.0,118.0,137.203592,-8.754886,1,2.0,Medium
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,55.884645,43.0,10.0,0.9948999999999976,0.0,123.0,53.804683,908.53,1052.0,2249.176147,0.0,696.0832,0.0,0.0,90.102228,2699.365,0.0,178.24089500000002,-2.0,181.0,114.423446,-16.29,43.0,58.0,58.0,90.087551,-8.622647,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,69.172189,46.0,4.0,-6.1064000000000025,0.0,114.0,49.516176,789.28,942.0,1976.533241,0.0,597.789,0.0,0.0,79.00983000000001,2346.708,0.0,147.09,-6.0,164.0,99.20196,-16.91,46.0,50.0,58.0,74.08329900000001,-8.531156,2,0.0,Low
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,54.844197,47.0,7.0,-5.1080000000000005,3.0,124.0,54.607009000000005,868.47,1050.0,2323.1332810000004,0.0,675.0165,3.0,3.0,86.77829300000002,2688.826,0.0,170.433199,-3.0,182.0,112.736312,-16.62,47.0,58.0,54.0,84.01160899999999,-8.650916,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,69.378603,39.0,12.0,-8.408100000000001,0.0,123.0,55.196265,780.9,1002.0,2086.076382,0.0,658.1658,0.0,0.0,81.88348800000001,2484.102,0.0,157.05,-3.0,174.0,107.62524299999998,-16.95,39.0,51.0,66.0,82.18079699999998,-8.6673355,1,1.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,8.0,53.468765,46.0,4.0,31.1731,0.0,183.0,84.00222,812.93,1388.0,2748.004159,0.0,954.5596,0.0,0.0,158.494344,3465.455,0.0,232.074716,-1.0,237.0,153.056594,-15.75,46.0,54.0,125.0,156.483474,-8.569781,1,2.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,63.042472,47.0,7.0,38.882,3.0,214.0,96.491349,730.17,1590.0,3731.164111,0.0,1113.6565,3.0,3.0,112.550353,3961.336,0.0,260.43319900000006,7.0,272.0,184.985047,-16.619999999999997,47.0,58.0,99.0,133.939639,-8.632546,0,5.0,High
0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,52.464512,42.0,12.0,-2.211400000000002,0.0,122.0,53.805918,952.8,1060.0,2244.483446,0.0,700.454,0.0,0.0,101.226446,2735.83,0.0,181.673766,-2.0,182.0,114.938614,-16.04,42.0,60.0,60.0,94.04938,-8.684288,1,3.0,Medium
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,53.023001,36.0,20.0,-12.4229,0.0,125.0,57.656554,918.43,1084.0,2250.610466,0.0,725.6742,0.0,0.0,98.68921,2772.6320000000005,0.0,183.394805,3.0,186.0,118.195097,-15.7,36.0,61.0,69.0,99.107011,-8.740023,1,3.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,55.45398899999999,46.0,4.0,-8.573500000000001,0.0,97.0,40.840788,895.91,872.0,1839.0364110000005,0.0,543.1456,0.0,0.0,80.847868,2253.085,0.0,146.07471600000002,-7.0,151.0,90.919142,-15.750000000000002,46.0,54.0,43.0,69.46959199999999,-8.473791,2,0.0,Low
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,74.46172999999999,49.0,6.0,11.6677,0.0,165.0,72.867494,734.3700000000001,1276.0,2800.643112,0.0,854.1222,0.0,0.0,99.875552,3144.144,0.0,202.18,0.0,220.0,143.03805599999998,-17.82,49.0,55.0,87.0,105.447296,-8.558199,1,4.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,55.840733,41.0,12.0,-12.9918,0.0,112.0,50.021643,890.81,980.0,2023.01307,0.0,632.6624000000002,0.0,0.0,92.329792,2508.655,0.0,163.605844,-2.0,169.0,104.556265,-15.87,41.0,57.0,59.0,85.16247,-8.621653,1,2.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,69.18077399999999,45.0,5.0,-6.564100000000002,0.0,117.0,51.268192,773.4899999999999,960.0,2000.525823,0.0,612.9979,0.0,0.0,80.18771900000002,2388.813,0.0,150.09,-5.0,167.0,101.74631,-16.91,45.0,50.0,61.0,76.84817799999999,-8.567359,2,0.0,Low
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,52.108306,49.0,16.0,-2.0779,2.0,143.0,65.720291,1026.26,1242.0,2837.716547,0.0,828.1364000000001,2.0,2.0,98.199183,3173.045,0.0,206.187127,7.0,213.0,134.93003299999998,-16.06,49.0,70.0,70.0,106.515464,-8.8178,1,4.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,59.317493,46.0,4.0,20.6579,0.0,159.0,70.710068,812.93,1244.0,2727.203439,0.0,843.1916000000001,0.0,0.0,99.63536,3128.807,0.0,208.074716,-1.0,213.0,139.115474,-15.75,46.0,54.0,85.0,111.067026,-8.5474205,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,71.739035,51.0,5.0,-9.9272,0.0,120.0,52.634455,847.71,1012.0,2064.595901,0.0,636.7607,0.0,0.0,87.468775,2524.8720000000003,0.0,158.14,-5.0,176.0,105.588135,-17.86,51.0,56.0,67.0,84.720246,-8.58196,2,0.0,Low
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,60.40319,44.0,6.0,-3.955400000000001,0.0,106.0,44.872582,869.24,918.0,1999.29568,0.0,587.6294,0.0,0.0,84.655847,2341.907,0.0,150.81688300000002,-6.0,159.0,97.743138,-16.04,44.0,53.0,44.0,69.948892,-8.53966,2,0.0,Low
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,58.76645799999999,44.0,8.0,-8.375700000000002,0.0,105.0,44.791388,933.41,930.0,1966.255692,0.0,592.0294,0.0,0.0,84.97294600000001,2391.347,0.0,155.284716,-7.0,161.0,97.93107,-16.540000000000003,44.0,56.0,47.0,74.501057,-8.580187,2,0.0,Low
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21.0,26.0,52.914517,73.0,6.0,-17.8824,5.0,136.0,63.186646,1301.91,1262.0,3061.847924,0.0,757.2244000000001,5.0,5.0,93.367897,3216.608,0.0,198.920458,-6.0,218.0,126.621385,-17.200000000000003,73.0,82.0,71.0,99.925689,-8.732964,2,0.0,Low
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,70.124905,46.0,10.0,15.4717,4.0,199.0,91.16111,702.77,1480.0,3507.754175,0.0,1010.365,4.0,4.0,99.784996,3632.117,0.0,230.154644,5.0,255.0,169.07676800000002,-17.15,46.0,56.0,99.0,116.000206,-8.758428,0,5.0,High
