A3413,A3407,A3400,M0562,D5915,M0082,D5927,A1235,D5795,M2901,M3342,A1405,D1531,E0652,H1770,M0085,A0141,M0081,A0142,M0280,A1389,M0326,M0591,A0144,D4129,M0083,GluMA,GalAM,DP,total_hbd,total_balabanj,total_n_oxygen,total_n_nitrogen,total_logp,total_num_sat_rings,total_n_carbon,total_chi1v,total_tpsa,total_num_valence_electrons,total_bertzct,total_num_aromatic_heterocycles,total_molar_ref,total_num_aliphatic_rings,total_num_rings,total_kappa3,total_mw,total_arom_rings,total_kappa1,charge,total_heavy_atom_count,total_chi0v,total_hallkieralpha,total_hba,total_num_heteroatoms,total_rot_bonds,total_kappa2,predicted_docking_score,Consensus_Class,score,fluorescence
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,56.112688,46.0,5.0,21.505,0.0,162.0,72.405373,826.74,1276.0,2796.20626,0.0,868.7637,0.0,0.0,102.019408,3224.38,0.0,216.030895,1.0,218.0,143.384189,-15.5,46.0,56.0,87.0,116.123703,-8.566866,1,4.0,Medium
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,74.86963,54.0,6.0,2.6287000000000003,0.0,155.0,68.413099,835.52,1246.0,2751.903607,0.0,815.0112,0.0,0.0,97.88956199999998,3083.869,0.0,196.98,0.0,215.0,136.738591,-18.02,54.0,60.0,82.0,100.736301,-8.684909,1,4.0,Medium
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,62.268171,46.0,6.0,-3.4663000000000013,0.0,113.0,48.399274,909.37,970.0,2064.5748430000003,0.0,621.3894,0.0,0.0,89.307019,2469.07,0.0,159.026883,-7.0,168.0,102.519972,-16.83,46.0,55.0,53.0,78.48457400000001,-8.567768,2,0.0,Low
5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,44.691462,47.0,16.0,-19.6534,3.0,120.0,53.724834,1098.13,1116.0,2423.444802,0.0,714.1028,3.0,3.0,100.543143,2949.15,0.0,193.634094,0.0,192.0,119.428949,-16.950000000000003,47.0,72.0,51.0,94.788351,-8.62162,0,5.0,High
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,54.591557,51.0,10.0,-1.6254000000000008,0.0,128.0,56.826865000000005,976.71,1130.0,2322.919692,0.0,736.2858000000001,0.0,0.0,107.05294499999998,2899.5080000000003,0.0,190.484805,0.0,194.0,120.440723,-16.61,51.0,66.0,73.0,107.72616,-8.682241,1,4.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,69.33371299999999,46.0,6.0,2.1949,0.0,142.0,63.73508699999999,726.5,1122.0,2288.048637,0.0,737.8711999999999,0.0,0.0,93.714112,2773.526,0.0,177.01,-2.0,194.0,121.81547,-16.99,46.0,52.0,85.0,101.262744,-8.604405,1,3.0,Medium
0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,51.892388,42.0,17.0,-18.4414,3.0,126.0,57.89822,927.87,1100.0,2377.8089480000003,0.0,714.9119000000001,3.0,3.0,91.370027,2828.536,0.0,181.229378,2.0,190.0,118.55764,-16.53,42.0,64.0,61.0,92.849067,-8.670886,1,2.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,68.35783699999999,46.0,3.0,-5.131900000000002,0.0,107.0,44.765816,740.84,894.0,1858.644324,0.0,563.3051,0.0,0.0,84.32543,2232.496,0.0,139.13,-7.0,156.0,94.480945,-16.87,46.0,49.0,50.0,68.481083,-8.451747,2,0.0,Low
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,64.909925,50.0,8.0,-13.1025,4.0,131.0,59.26872,830.13,1084.0,2505.810983,0.0,687.6328000000001,4.0,4.0,81.031556,2706.1990000000005,0.0,164.07464399999998,-1.0,189.0,115.054798,-17.23,50.0,58.0,61.0,79.79543800000002,-8.738329,1,3.0,Medium
0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,56.08756,38.0,18.0,5.0393,0.0,163.0,73.775858,857.03,1318.0,2947.132818,0.0,907.634,0.0,0.0,103.68249,3346.103,0.0,225.117074,7.0,225.0,151.55301200000002,-16.119999999999997,38.0,62.0,79.0,111.932993,-8.784289,1,3.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,52.275268,45.0,5.0,-2.935100000000001,0.0,107.0,45.829384,875.6600000000001,940.0,1989.093011,0.0,602.0169000000001,0.0,0.0,84.54419200000001,2431.856,0.0,160.070895,-4.0,162.0,100.49172,-15.46,45.0,55.0,49.0,78.978407,-8.526208,1,2.0,Medium
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,46.588745,54.0,11.0,-12.2558,5.0,134.0,61.209854,996.92,1188.0,2719.3979120000004,0.0,760.9531000000001,5.0,5.0,90.924873,3078.103,0.0,195.137879,5.0,205.0,127.121353,-16.479999999999997,54.0,71.0,59.0,97.921724,-8.688843,1,3.0,Medium
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,62.052843,46.0,6.0,-9.4333,0.0,103.0,43.59445,937.03,910.0,1921.963087,0.0,570.4354,0.0,0.0,87.476863,2326.784,0.0,149.026883,-9.0,158.0,94.432032,-16.83,46.0,55.0,47.0,71.464696,-8.577804,2,0.0,Low
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,22.0,51.0,43.13344,99.0,11.0,-32.7133,10.0,169.0,83.241164,1835.2200000000005,1658.0,4343.817012,0.0,977.9711,10.0,10.0,95.16705299999998,4273.883,0.0,263.498889,0.0,285.0,164.039508,-18.28,99.0,116.0,84.0,124.62753899999998,-8.707295,1,1.0,Medium
4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,50.920315,41.0,14.0,-11.5203,0.0,123.0,54.255621,950.37,1080.0,2344.109037,0.0,706.3276,0.0,0.0,96.763544,2802.365,0.0,188.153253,0.0,185.0,119.343498,-15.79,41.0,62.0,56.0,89.250087,-8.66003,1,3.0,Medium
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,60.793611,50.0,6.0,-7.427000000000001,0.0,110.0,47.20608299999999,935.29,976.0,1985.3205740000003,0.0,614.0516,0.0,0.0,95.626177,2490.985,0.0,159.866883,-7.0,169.0,101.207855,-16.990000000000002,50.0,59.0,59.0,85.731443,-8.528001,2,0.0,Low
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,74.647178,53.0,8.0,-10.3633,3.0,147.0,65.143083,901.16,1196.0,2781.4809480000004,0.0,764.5198,3.0,3.0,89.767241,2974.596,0.0,183.458483,-3.0,208.0,129.13667900000002,-18.770000000000003,53.0,61.0,65.0,83.50241199999999,-8.775531,1,1.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,54.073272,46.0,5.0,3.9057999999999993,0.0,126.0,55.068321,882.0600000000001,1060.0,2280.8168680000003,0.0,693.2637,0.0,0.0,91.710584,2715.376,0.0,180.03089500000002,-3.0,182.0,115.242053,-15.5,46.0,56.0,63.0,91.815047,-8.580365,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,72.88291000000001,46.0,6.0,1.2885999999999989,0.0,136.0,59.389808,742.84,1086.0,2409.803465,0.0,714.3604,0.0,0.0,84.23152400000001,2691.38,0.0,171.01,0.0,188.0,119.840149,-16.99,46.0,52.0,59.0,80.924805,-8.621217,1,4.0,Medium
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,60.19883,51.0,8.0,2.8377,0.0,131.0,57.774531,964.38,1128.0,2468.467409,0.0,741.0899999999999,0.0,0.0,89.513184,2876.106,0.0,188.004716,1.0,194.0,121.463579,-16.82,51.0,63.0,64.0,95.985176,-8.667329,0,5.0,High
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,57.60435,42.0,6.0,-2.777700000000002,0.0,107.0,45.693231,823.44,912.0,1861.3878870000003,0.0,585.2464,0.0,0.0,89.806029,2321.92,0.0,149.896883,-8.0,158.0,96.587337,-15.96,42.0,51.0,54.0,78.436967,-8.570255,2,0.0,Low
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,76.780328,49.0,5.0,25.6637,0.0,194.0,86.75966499999998,716.1,1444.0,3188.296552,0.0,987.1915,0.0,0.0,110.976802,3535.9120000000003,0.0,230.22,0.0,248.0,164.075381,-17.78,49.0,54.0,109.0,125.342805,-8.463622,1,3.0,Medium
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,75.684298,48.0,5.0,14.2869,0.0,163.0,71.757262,750.87,1252.0,2835.5168280000003,0.0,842.2767,0.0,0.0,91.831154,3085.076,0.0,198.26,0.0,216.0,140.666871,-17.74,48.0,53.0,79.0,97.298764,-8.542155,1,4.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,49.083249,53.0,14.0,-6.1823,4.0,157.0,73.91687300000001,908.99,1334.0,2991.8511900000003,0.0,882.8534000000001,4.0,4.0,94.163193,3406.413,0.0,218.695539,14.0,229.0,146.38843500000002,-16.14,53.0,72.0,82.0,118.88821800000002,-8.789037,1,4.0,Medium
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,45.461874,55.0,12.0,-12.1573,6.0,141.0,65.043169,996.76,1240.0,2872.897159000001,0.0,797.9048,6.0,6.0,91.60711,3207.306,0.0,202.13404,7.0,214.0,133.194891,-16.56,55.0,73.0,62.0,102.175602,-8.721331,1,4.0,Medium
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,55.09298,48.0,6.0,12.4748,0.0,150.0,66.53732399999998,908.34,1228.0,2663.427788,0.0,821.7898,0.0,0.0,102.459044,3136.5060000000003,0.0,210.197074,0.0,210.0,136.18279,-16.04,48.0,60.0,78.0,110.547578,-8.633145,1,4.0,Medium
0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,61.291706,44.0,12.0,-8.2254,0.0,130.0,57.326592000000005,937.34,1104.0,2429.2766380000003,0.0,720.7492,0.0,0.0,98.729804,2807.1220000000003,0.0,183.775844,-2.0,190.0,120.59384,-16.700000000000003,44.0,60.0,62.0,88.30103600000001,-8.722492,1,2.0,Medium
0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,55.849318,40.0,13.0,-13.4495,0.0,115.0,51.773659,875.02,998.0,2047.0056520000005,0.0,647.8713,0.0,0.0,93.507681,2550.76,0.0,166.605844,-1.0,172.0,107.100615,-15.87,40.0,57.0,62.0,87.927349,-8.644215,1,2.0,Medium
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,55.25209699999999,48.0,11.0,-15.855,3.0,114.0,50.59563,980.82,1020.0,2274.393776,0.0,644.1083000000001,3.0,3.0,84.792303,2624.615,0.0,165.23319899999998,-3.0,177.0,106.803851,-16.82,48.0,63.0,49.0,79.300614,-8.656071,1,2.0,Medium
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,68.901719,51.0,6.0,-15.3868,3.0,120.0,52.870398,879.8100000000001,1012.0,2290.374983,0.0,628.4044,3.0,3.0,81.354047,2532.831,0.0,153.328483,-6.0,177.0,105.331138,-17.9,51.0,57.0,54.0,71.923856,-8.675187,2,0.0,Low
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,55.602834,48.0,6.0,16.8746,0.0,159.0,70.87158699999999,894.51,1282.0,2792.275136,0.0,865.6648,0.0,0.0,105.03625,3263.757,0.0,219.197074,1.0,219.0,143.218324,-16.040000000000003,48.0,60.0,84.0,116.624742,-8.611668,1,4.0,Medium
0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,59.432611,43.0,11.0,-13.078600000000002,0.0,114.0,50.990666,871.21,990.0,2055.174629,0.0,637.0901,0.0,0.0,85.112509,2518.2390000000005,0.0,162.918537,-1.0,171.0,105.479875,-16.2,43.0,57.0,60.0,84.05613199999999,-8.618166,1,2.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,63.301921,46.0,7.0,-7.506800000000002,4.0,128.0,56.980616,744.77,1036.0,2339.291174,0.0,665.3649,4.0,4.0,81.012748,2584.099,0.0,156.274644,-2.0,181.0,110.876675,-17.03,46.0,53.0,57.0,76.937198,-8.700424,1,3.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,55.776981,48.0,5.0,0.1463999999999998,0.0,118.0,50.848501,908.36,1022.0,2177.870269,0.0,660.3526999999999,0.0,0.0,89.18715,2633.142,0.0,173.24089500000002,-3.0,176.0,109.920721,-16.29,48.0,58.0,55.0,86.577612,-8.543241,1,3.0,Medium
0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,63.557881,53.0,8.0,-6.9047,0.0,123.0,54.397455,990.71,1084.0,2346.900171,0.0,694.9414,0.0,0.0,87.378242,2758.419,0.0,177.928537,0.0,187.0,114.368164,-17.189999999999998,53.0,64.0,62.0,90.121721,-8.630213,1,4.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,71.826353,48.0,6.0,-17.0392,0.0,108.0,46.577247,852.1200000000001,928.0,1927.561784,0.0,574.5874,0.0,0.0,84.077237,2322.558,0.0,144.21999999999997,-6.0,162.0,96.08521600000002,-17.78,48.0,54.0,54.0,70.162334,-8.564842,2,0.0,Low
0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,68.237568,49.0,8.0,-8.2079,3.0,141.0,62.932739,820.9000000000001,1140.0,2669.6541420000003,0.0,734.1118,3.0,3.0,83.347241,2832.486,0.0,175.038483,-1.0,198.0,123.934771,-17.19,49.0,57.0,63.0,80.45936,-8.765611,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,70.853145,47.0,5.0,-1.513399999999999,0.0,122.0,52.259609,744.8,1002.0,2220.063531,0.0,650.7345,0.0,0.0,83.82545999999999,2495.986,0.0,157.01,0.0,174.0,109.111484,-16.990000000000002,47.0,52.0,52.0,72.69572099999999,-8.568224,1,4.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,59.506737,49.0,5.0,21.603,0.0,168.0,75.022078,873.27,1328.0,2913.67764,0.0,901.6225,0.0,0.0,105.747288,3354.523,0.0,224.200895,1.0,227.0,148.76922000000002,-16.33,49.0,59.0,90.0,120.21296900000002,-8.561724,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,71.54120599999999,51.0,4.0,-10.6452,0.0,114.0,49.370906,857.1,970.0,1979.045342,0.0,603.897,0.0,0.0,85.773006,2423.679,0.0,151.18,-7.0,169.0,100.259708,-17.82,51.0,55.0,62.0,79.387627,-8.546201,2,0.0,Low
0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,56.038562,41.0,13.0,-13.8342,0.0,114.0,51.285192,881.4200000000001,998.0,2062.619473,0.0,647.0581000000001,0.0,0.0,86.978677,2553.74,0.0,166.914716,0.0,172.0,107.056264,-15.91,41.0,58.0,60.0,86.54506900000001,-8.638954,1,3.0,Medium
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,38.0,49.511790000000005,81.0,10.0,-7.725099999999999,7.0,179.0,85.325414,1467.95,1602.0,4079.299464,0.0,1002.9584,7.0,7.0,96.11758,4082.759,0.0,257.0899,2.0,275.0,167.08361200000002,-17.810000000000002,81.0,96.0,88.0,126.387177,-8.702857,1,3.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,65.90910199999999,67.0,10.0,-11.6821,10.0,173.0,80.35733499999999,975.12,1432.0,3398.7258030000007,0.0,912.467,10.0,10.0,94.84965,3585.2500000000005,0.0,210.64161,5.0,250.0,151.196933,-20.12,67.0,77.0,80.0,110.977596,-8.793925,1,1.0,Medium
0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,56.107669,43.0,10.0,-11.2962,0.0,108.0,47.330871,922.39,956.0,2039.6271,0.0,611.4786000000001,0.0,0.0,90.99302,2452.4990000000003,0.0,159.605844,-4.0,165.0,101.312863,-15.87,43.0,57.0,53.0,79.245934,-8.595869,1,1.0,Medium
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,56.029977,42.0,12.0,-13.3765,0.0,111.0,49.533176,897.21,980.0,2038.626891,0.0,631.8492,0.0,0.0,85.800788,2511.635,0.0,163.914716,-1.0,169.0,104.511914,-15.91,42.0,58.0,57.0,83.78019,-8.603186,1,2.0,Medium
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,21.0,25.0,45.861213,72.0,5.0,10.888499999999995,5.0,195.0,92.77729399999998,1256.5500000000002,1620.0,3740.058301,0.0,1045.3615,5.0,5.0,144.060424,4092.157,0.0,264.25447,0.0,277.0,171.313013,-16.54,72.0,82.0,122.0,158.51835599999998,-8.623563,1,4.0,Medium
0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,70.74643599999999,46.0,10.0,-8.7984,0.0,140.0,63.923384,774.4300000000001,1134.0,2437.416946,0.0,741.6252000000001,0.0,0.0,88.98672499999999,2810.572,0.0,178.85,3.0,196.0,123.653857,-17.15,46.0,56.0,79.0,94.582251,-8.729933,1,3.0,Medium
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,69.63273699999999,46.0,4.0,-7.5295,0.0,113.0,48.740284,803.11,936.0,2034.425751,0.0,590.78,0.0,0.0,80.13276400000001,2331.673,0.0,146.09,-7.0,163.0,98.848586,-16.910000000000004,46.0,50.0,55.0,69.799804,-8.540766,2,0.0,Low
3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,43.56459099999999,43.0,13.0,-18.436100000000003,4.0,109.0,49.045964,933.35,988.0,2202.195377,0.0,626.6755,4.0,4.0,84.443236,2579.453,0.0,164.131718,-1.0,171.0,104.801729,-15.410000000000002,43.0,62.0,45.0,79.30762,-8.650698,1,2.0,Medium
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,82.014143,49.0,8.0,11.419999999999998,0.0,186.0,82.775487,811.75,1412.0,3248.06044,0.0,951.522,0.0,0.0,104.60288,3466.7250000000004,0.0,224.39,0.0,243.0,160.24881299999998,-18.61,49.0,57.0,93.0,107.766526,-8.634935,1,4.0,Medium
0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,72.49324299999999,47.0,5.0,-4.658300000000001,0.0,125.0,54.775776,799.79,1018.0,2127.745104,0.0,653.6789,0.0,0.0,84.31279700000002,2531.011,0.0,159.3,-5.0,177.0,108.391234,-17.7,47.0,52.0,65.0,81.879643,-8.584461,2,0.0,Low
0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,62.439587,45.0,10.0,-13.704,0.0,114.0,50.332289,920.73,994.0,2059.99559,0.0,633.2814000000001,0.0,0.0,91.911903,2530.182,0.0,162.906883,-4.0,172.0,104.873723,-16.950000000000003,45.0,58.0,59.0,83.20755399999999,-8.613695,1,1.0,Medium
