D,H,A,E,C,I,P,B,N,DP,Fluorescence,total_num_valence_electrons,total_hallkieralpha,total_num_sat_rings,total_kappa2,total_kappa3,total_bertzct,total_balabanj,total_rot_bonds,total_hbd,total_hba,total_num_heteroatoms,total_num_aromatic_heterocycles,total_num_aliphatic_rings,total_logp,total_chi0v,total_arom_rings,total_num_rings,total_kappa1,total_n_carbon,total_mw,total_n_oxygen,total_chi1v,charge,total_heavy_atom_count,total_molar_ref,total_tpsa,total_n_nitrogen,predicted_docking_score,Consensus_Class,score,fluorescence
0,2.5,2.5,0,0,2.5,0,0,23.5,31,0.933523789,1490,-37.045,0,110.8121725,135.6918765,3962.174776,103.5512765,88,52,62,111.5,0,0,-26.97035,147.6017785,0,0,229.455,155,3799.4935,62,71.138904,0,266.5,970.49385,1986.265,49.5,-8.654674,1,4,Medium
0,5,6.75,5,0,1.25,0,0,0,18,0.93042951,684,-14.42,0,54.096718,59.9727,1341.88975275,57.14471,35.5,11.75,34.25,41,0,0,1.620975,69.90684675,0,0,105.58,79,1721.162,34.25,33.28177025,0,120,451.24345,687.8825,6.75,-8.245021,1,4,Medium
0,1.25,8.75,5,0,1.25,0,0,0,16.25,0.92954319,567.5,-12.8875,0,40.89448875,53.77986,1128.93691375,51.8864575,26.25,10,25,33.75,0,0,2.03175,58.71303,0,0,87.1125,66.25,1427.885,25,27.373435,0,100,384.1195,599.575,8.75,-8.069342,1,4,Medium
7.5,0,7.5,7.5,7.5,0,0,0,0,30,0.929518711,1357.5,-27.975,0,108.501555,122.835465,3034.9804725,96.3916125,82.5,7.5,75,82.5,0,0,-4.76925,141.5412075,0,0,212.025,157.5,3431.25,67.5,67.88121,0,240,877.548,1260.15,15,-8.426405,1,4,Medium
0,1.25,1.25,5,0,7.75,0,0,0,15.25,0.926352137,695.5,-12.0975,0,56.29605075,62.69171,1380.23094825,49.1216765,38.25,2.5,30.5,31.75,0,0,13.5144,76.1927815,0,0,108.9025,89.25,1727.904,30.5,37.6696865,0,121,472.645,447.35,1.25,-8.27176,1,4,Medium
0,10,10,0,0,10,2.5,0,0,32.5,0.926181188,1445,-28.525,0,114.2965825,125.8765625,3242.3694575,101.2927175,82.5,20,67.5,77.5,0,0,11.8585,150.7038975,2.5,2.5,221.679415,177.5,3634.195,67.5,74.309265,0,255,969.0045,1248.025,10,-8.314605,1,4,Medium
0,7.5,0,17,0,0,0,0,0,24.5,0.925564713,1025,-19.655,0,90.3235255,76.716827,1952.09807,77.275025,56.5,7.5,56.5,56.5,0,0,10.31275,106.7048775,0,0,159.345,122.5,2572.859,56.5,52.2917805,0,179,667.9235,796.075,0,-8.139434,1,4,Medium
0,0,0,3.75,0,7.5,0,0,0,11.25,0.925464436,540,-8.8875,0,43.69535625,49.42009125,1076.68836,36.4421325,30,0,22.5,22.5,0,0,13.045125,60.2958075,0,0,84.8625,71.25,1336.72125,22.5,30.0545475,0,93.75,370.5675,295.875,0,-8.178669,1,4,Medium
0,10,17.5,0,0,2.5,2.5,0,0,32.5,0.92424201,1265,-28.525,0,94.7699425,111.8898125,2885.591645,100.7849975,67.5,27.5,60,77.5,0,0,-0.995749999999999,127.338735,2.5,2.5,191.679415,147.5,3206.005,60,61.0562175,0,225,844.485,1373.95,17.5,-8.1361,1,4,Medium
0,1.25,1.25,5,0,8.75,0,0,0,16.25,0.924102123,747.5,-12.8875,0,60.42112875,67.76661,1485.71472625,52.3941775,41.25,2.5,32.5,33.75,0,0,14.886,82.0781925,0,0,117.1125,96.25,1856.075,32.5,40.6264825,0,130,508.639,473.65,1.25,-8.314679,1,4,Medium
0,0,0,0,0,11,0,0,0,11,0.921638123,572,-8.69,0,45.375858,55.8239,1160.321558,35.997511,33,0,22,22,0,0,15.0876,64.739521,0,0,90.31,77,1409.881,22,32.524756,0,99,395.934,289.3,0,-8.274763,1,4,Medium
2.5,0,2.5,0,0,15.5,10,0,0,30.5,0.919650607,1758.5,-33.995,0,138.2687965,137.532915,5008.3260615,88.3443705,109,2.5,71,73.5,0,0,38.6383,192.406633,10,10,263.82266,243.5,4444.453,68.5,99.5392005,2.5,317,1237.328,951.175,5,-8.692177,1,4,Medium
0,10,10,0,0,10,0,0,2.5,32.5,0.917978696,1385,-27.4,0,108.921415,127.8205875,2865.4510825,104.3532575,77.5,25,65,80,0,0,4.30675,143.3920075,0,0,215.1,162.5,3473.9875,65,69.443325,0,242.5,917.27475,1339.675,15,-8.181571,1,4,Medium
0,1.25,5,5,0,5,0,0,0,16.25,0.917706507,657.5,-12.8875,0,50.65780875,60.773235,1307.32582,52.1403175,33.75,6.25,28.75,33.75,0,0,8.458875,70.39561125,0,0,102.1125,81.25,1641.98,28.75,33.99995875,0,115,446.37925,536.6125,5,-8.192274,1,4,Medium
0,10,10,2.5,0,0,0,14.5,0,37,0.91754358,1739,-40.94,0,129.932447,110.719353,5480.4429325,106.382989,88.5,20,74,84,0,0,23.27385,180.169294,14.5,14.5,252.9502165,237.5,4473.9685,74,92.292583,0,321.5,1216.7145,1343.3,10,-7.9492526,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.917236252,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
2.5,10,0,0,15.5,2.5,0,0,0,30.5,0.91698996,1600.5,-32.81,0,136.6233515,134.4555305,3764.706943,98.1172125,109.5,10,104.5,104.5,0,0,-16.94195,158.134082,0,0,249.69,178,4057.8815,102,78.4165545,-13,282.5,949.5055,1641.215,2.5,-8.498261,1,4,Medium
0,15.5,2.5,10,0,0,0,2.5,0,30.5,0.916772349,1338,-26.665,0,115.813745,96.8974795,2926.299986,94.0523825,76.5,18,74,76.5,0,0,6.7612,135.9096755,2.5,2.5,205.0746925,160,3384.1355,74,67.38522,0,236.5,870.6139,1157.69,2.5,-8.371823,1,4,Medium
0,7,0,0,0,5,0,0,0,12,0.913967448,582,-9.76,0,50.949915,48.918468,1141.140894,38.142515,36,7,31,31,0,0,4.8133,60.663722,0,0,91.24,70,1453.667,31,30.254505,0,101,377.6626,457.21,0,-8.345014,1,4,Medium
0,0,0,7.5,0,3.75,0,0,0,11.25,0.913517756,495,-8.8875,0,40.983585,41.7475575,966.6842175,36.06862875,26.25,0,22.5,22.5,0,0,10.65975,54.38074125,0,0,77.3625,63.75,1231.51875,22.5,26.84514,0,86.25,336.2025,295.875,0,-8.067165,1,4,Medium
0,2.5,2.5,0,0,21.5,0,0,2.5,29,0.913275751,1428,-24.335,0,112.4578045,136.8812575,2986.604717,94.6152565,82,10,58,65.5,0,0,24.83815,156.8309565,0,0,224.165,183,3543.9915,58,77.947994,0,248.5,973.95675,969.975,7.5,-8.493469,1,4,Medium
0,10,2.5,17.5,0,0,0,2.5,0,32.5,0.912729562,1385,-28.025,0,117.501875,101.11533,3015.20989,100.7362675,75,12.5,72.5,75,0,0,13.884,143.67703,2.5,2.5,212.2146925,170,3496.375,72.5,70.9869625,0,245,916.509,1099.025,2.5,-8.051226,1,4,Medium
0,1.25,1.25,8.75,0,5,0,0,0,16.25,0.911776072,702.5,-12.8875,0,57.7093575,60.09407625,1375.71058375,52.02067375,37.5,2.5,32.5,33.75,0,0,12.500625,76.16312625,0,0,109.6125,88.75,1750.8725,32.5,37.417075,0,122.5,474.274,473.65,1.25,-8.187207,1,4,Medium
0,1.25,5,8.75,0,1.25,0,0,0,16.25,0.911400413,612.5,-12.8875,0,47.9460375,53.10070125,1197.3216775,51.76681375,30,6.25,28.75,33.75,0,0,6.0735,64.480545,0,0,94.6125,73.75,1536.7775,28.75,30.79055125,0,107.5,412.01425,536.6125,5,-8.093291,1,4,Medium
0,1.25,1.25,7.75,0,5,0,0,0,15.25,0.910600435,662.5,-12.0975,0,54.3074185,57.06518525,1299.56124375,48.84777375,35.5,2.5,30.5,31.75,0,0,11.765125,71.85506625,0,0,103.4025,83.75,1650.7555,30.5,35.316121,0,115.5,447.444,447.35,1.25,-8.1821995,1,4,Medium
0,10,16.5,0,0,2.5,2.5,0,0,31.5,0.91051398,1237,-27.735,0,93.2484165,108.6798125,2827.678242,97.5801925,66.5,26.5,59,75.5,0,0,-0.653450000000001,124.568679,2.5,2.5,187.469415,144.5,3134.926,59,59.8664945,0,220,825.0936,1330.86,16.5,-8.449835,1,4,Medium
2.5,0,0,17.5,0,0,0,2.5,10,32.5,0.908628238,1497.5,-33.025,0,119.4029125,118.079155,3714.5511575,103.4607075,82.5,20,67.5,87.5,0,0,5.688,157.1381425,2.5,2.5,229.7146925,180,3796.7925,65,77.1827,2.5,267.5,1009.636,1328.4,22.5,-7.920386,1,4,Medium
0,7.5,20,0,0,0,0,0,0,27.5,0.907043379,905,-22.025,0,62.9210825,89.42568,1815.82735,87.431825,42.5,27.5,42.5,62.5,0,0,-9.03675,88.8689775,0,0,137.975,97.5,2292.45,42.5,40.3700225,0,160,599.6415,1210.775,20,-7.944783,1,4,Medium
0,2.5,2.5,0,0,10,0,0,16.5,31.5,0.904509358,1530,-33.73,0,116.1733075,142.0090535,3760.049164,104.390521,89.5,38,63,98.5,0,0,-8.10065,157.544484,0,0,237.27,172.5,3863.859,63,76.858196,0,271,1013.64115,1678.185,35.5,-8.105784,1,4,Medium
14,0,0,10,0,0,0,0,0,24,0.898191008,1198,-19.52,0,103.947164,104.62149,2452.336596,76.45711,76,0,62,62,0,0,8.9692,133.553934,0,0,190.48,148,3005.774,48,64.472568,14,210,828.37,713.8,14,-8.263872,1,4,Medium
0,5,0,0,0,7,0,0,0,12,0.896434478,594,-9.68,0,50.535921,52.34142,1176.759306,38.464657,36,5,29,29,0,0,8.1407,63.509782,0,0,93.32,74,1477.777,29,31.747947,0,103,393.167,416.75,0,-8.331365,1,4,Medium
0,5,1.25,5,0,7.25,0,0,0,18.5,0.895607803,842,-14.815,0,70.478793,72.7671,1656.26870425,59.1532885,48,6.25,40.75,42,0,0,11.733225,89.98400475,0,0,131.685,104.5,2099.2535,40.75,44.47906975,0,146.5,560.55475,608.6875,1.25,-8.370152,1,4,Medium
0,22,0,0,0,0,0,0,0,22,0.892749011,1012,-18.26,0,95.30565,73.995328,1928.840584,68.45146,66,22,66,66,0,0,-6.4262,98.172382,0,0,157.74,110,2554.552,66,48.62165,0,176,621.3196,1023.66,0,-8.511949,1,4,Medium
2.5,2.5,23.5,2.5,0,0,0,0,0,31,0.892568165,1015.5,-24.69,0,67.5779985,104.6894625,2072.4610355,99.010905,46,26,43.5,67,0,0,-6.6473,103.178371,0,0,155.31,113,2568.904,41,46.497318,2.5,180,693.3899,1275.19,26,-7.627313,1,4,Medium
0,10,10,2.5,0,0,0,13.5,0,36,0.892384745,1677,-39.37,0,125.595096,108.139154,5216.0160475,103.949307,85.5,20,72,82,0,0,21.35805,173.474482,13.5,13.5,244.4243395,227.5,4311.7805,72,88.634499,0,309.5,1170.2795,1317,10,-8.147893,1,4,Medium
2.5,0,2.5,21.5,2.5,0,0,0,0,29,0.891696374,1212.5,-24.335,0,100.804026,98.494084,2458.4976175,92.4156375,65.5,2.5,63,65.5,0,0,12.38475,129.0335425,0,0,188.665,147.5,3045.973,60.5,62.545196,0,213,802.286,919.75,5,-8.059418,1,4,Medium
2.5,0,21.5,0,0,2.5,2.5,0,0,29,0.891558047,1059.5,-25.46,0,70.022399,104.3692475,2542.435822,90.47708,51.5,21.5,41.5,63,0,0,0.844299999999999,109.9511015,2.5,2.5,159.744415,127,2687.126,39,51.4756145,2.5,190,739.6451,1161.51,24,-7.943117,1,4,Medium
0,0,0,7.5,0,0,0,0,15,22.5,0.891005055,1050,-25.725,0,80.3222925,90.7407675,2699.521365,74.592135,60,30,45,75,0,0,-12.87525,105.591615,0,0,161.775,112.5,2672.8425,45,51.021465,0,187.5,687.2415,1280.1,30,-8.585797,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.886563801,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
0,5,1.25,5,0,6.75,0,0,0,18,0.886159502,816,-14.42,0,68.416254,70.22965,1603.52681525,57.517038,46.5,6.25,39.75,41,0,0,11.047425,87.04129925,0,0,127.58,101,2035.168,39.75,43.00067175,0,142,542.55775,595.5375,1.25,-8.363972,1,4,Medium
0,0,0,0,0,0,0,0,24,24,0.885983567,1200,-31.68,0,87.6924,108.838536,3405.442104,81.272616,72,48,48,96,0,0,-29.4264,117.249864,0,0,184.32,120,3075.144,48,56.422896,0,216,777.6264,1732.56,48,-9.026133,1,4,Medium
10,14.5,0,0,0,2.5,0,0,10,37,0.884382622,1867,-35.51,0,159.6146925,159.900988,4161.670089,119.1092275,121,34.5,98.5,118.5,0,0,-11.91445,192.895972,0,0,292.99,210,4717.2795,88.5,93.9926375,10,328.5,1223.5521,1784.335,30,-7.399261,1,4,Medium
0,10,2.5,0,0,10,0,0,10,32.5,0.883419128,1550,-31.375,0,124.913845,137.75763,3495.3012175,105.7149125,92.5,32.5,72.5,95,0,0,-2.32175,159.25717,0,0,241.125,177.5,3901.8775,72.5,78.1525575,0,272.5,1014.8475,1557.925,22.5,-8.005505,1,4,Medium
0,1.25,5,7.75,0,1.25,0,0,0,15.25,0.881384617,572.5,-12.0975,0,44.5440985,50.07181025,1121.1723375,48.59391375,28,6.25,26.75,31.75,0,0,5.338,60.172485,0,0,88.4025,68.75,1436.6605,26.75,28.68959725,0,100.5,385.18425,510.3125,5,-8.085333,1,4,Medium
0,3.75,8.5,0,0,0,0,0,0,12.25,0.881200804,410.5,-9.8275,0,29.17825225,39.89784,821.0435705,38.908705,19.75,12.25,19.75,28.25,0,0,-4.004925,40.27940475,0,0,62.6725,44.25,1039.6065,19.75,18.40042675,0,72.5,270.73365,540.7525,8.5,-8.018805,1,4,Medium
0,7.5,7.5,7.5,0,0,0,7.5,0,30,0.881129104,1320,-29.85,0,101.9466825,91.368855,3646.2315,89.4211275,67.5,15,60,67.5,0,0,15.12675,136.7648175,7.5,7.5,195.8690775,172.5,3371.25,60,68.69127,0,240,906.7365,1066.65,7.5,-8.82405,1,4,Medium
0,7.5,0,0,0,0,0,0,15,22.5,0.880623825,1095,-26.025,0,87.2983125,93.249765,2785.960605,74.13111,67.5,37.5,52.5,82.5,0,0,-20.58225,106.7490225,0,0,168.975,112.5,2792.835,52.5,51.8398725,0,195,697.83,1431.825,30,-8.674488,1,4,Medium
0,15.5,10,0,0,2.5,0,0,2.5,30.5,0.880050311,1248,-26.04,0,101.8097425,108.2576695,2556.5328935,96.922365,71.5,30.5,66.5,81.5,0,0,-7.5868,123.7945205,0,0,192.96,137.5,3151.343,66.5,59.4227675,0,219,802.64965,1398.34,15,-8.454037,1,4,Medium
2.5,15.5,0,0,0,2.5,0,0,10,30.5,0.878642729,1485.5,-30.115,0,126.48546,123.443387,3343.535806,98.25917,94,35.5,79,99,0,0,-13.0713,148.8904955,0,0,231.385,162.5,3759.5005,76.5,72.9189475,2.5,261.5,951.7564,1589.365,22.5,-8.349174,1,4,Medium
0,14,0,10,0,0,0,0,0,24,0.878445746,1044,-19.52,0,94.66844,77.376846,1988.937408,75.28902,62,14,62,62,0,0,3.2656,105.553934,0,0,162.48,120,2626.794,62,51.95059,0,182,663.6852,914.42,0,-8.386529,1,4,Medium
0,5,1.25,1.25,0,8.75,0,0,0,16.25,0.878444919,770,-13.0375,0,63.90913875,69.02110875,1528.93434625,52.163665,45,6.25,36.25,37.5,0,0,11.0325,82.65689625,0,0,120.7125,96.25,1916.07125,36.25,41.03568625,0,133.75,513.93325,549.5125,1.25,-8.388878,1,4,Medium
0,1.25,7.75,5,0,1.25,0,0,0,15.25,0.872014853,539.5,-12.0975,0,39.37296275,50.56986,1071.02351075,48.6816525,25.25,9,24,31.75,0,0,2.37405,55.942974,0,0,82.9025,63.25,1356.806,24,26.183712,0,95,364.7281,556.485,7.75,-8.064698,1,4,Medium
10,0,0,12.5,0,0,0,2.5,10,35,0.871893362,1725,-35.3,0,139.854525,142.755725,4239.6133125,111.557695,102.5,20,80,100,0,0,2.87525,184.0657,2.5,2.5,267.4396925,207.5,4370.1025,70,89.961695,10,307.5,1175.5235,1438.4,30,-7.569635,1,4,Medium
0,17.5,10,0,0,2.5,0,0,2.5,32.5,0.868876035,1340,-27.7,0,110.4738925,114.9845175,2731.8820375,103.145225,77.5,32.5,72.5,87.5,0,0,-8.171,132.7192825,0,0,207.3,147.5,3383.575,72.5,63.8429175,0,235,859.13325,1491.4,15,-8.278398,1,4,Medium
0,10,2.5,0,0,2.5,0,0,15.5,30.5,0.865334961,1435,-32.71,0,114.071935,124.6380445,3484.586698,99.7961295,86.5,43.5,68.5,102,0,0,-19.3523,141.986348,0,0,221.79,152.5,3645.3155,68.5,68.9068345,0,254.5,923.09855,1757.72,33.5,-8.45134,1,4,Medium
0,7.5,7.5,0,0,7.5,0,0,7.5,30,0.86469191,1320,-27.975,0,102.2439675,121.3744725,2947.238805,97.3132125,75,30,60,82.5,0,0,-3.66675,135.0244425,0,0,204.525,150,3326.2275,60,65.30661,0,232.5,870.21225,1410.825,22.5,-8.46189,1,4,Medium
0,7.5,7.5,0,0,7.5,0,0,7.5,30,0.864495057,1320,-27.975,0,102.2439675,121.3744725,2947.238805,97.3132125,75,30,60,82.5,0,0,-3.66675,135.0244425,0,0,204.525,150,3326.2275,60,65.30661,0,232.5,870.21225,1410.825,22.5,-8.46189,1,4,Medium
0,10,13.5,0,0,10,0,0,2.5,36,0.863704771,1483,-30.165,0,114.246756,139.0555875,3068.147993,115.570075,81,28.5,68.5,87,0,0,3.1087,153.0872035,0,0,229.835,173,3722.764,68.5,73.6073555,0,260,985.14465,1490.49,18.5,-7.712868,1,4,Medium
0,1.25,1.25,10.75,0,1.25,0,0,0,14.5,0.863148839,587.5,-11.505,0,49.044193,47.12098325,1132.44509625,46.094595,30.25,2.5,29,30.25,0,0,8.828125,62.708955,0,0,91.245,72.5,1470.46525,29,30.530998,0,102.75,392.9565,427.625,1.25,-8.073239,1,4,Medium
10,15.5,0,0,0,2.5,0,0,2.5,30.5,0.863039849,1538,-26.44,0,136.5428925,129.2523695,3185.1440035,96.822965,101.5,20.5,86.5,91.5,0,0,-3.0108,160.7177705,0,0,242.56,177.5,3872.413,76.5,78.5705575,10,269,1008.78565,1289.44,15,-8.398347,1,4,Medium
0,0,0,0,0,22,0,0,0,22,0.862368613,1144,-17.38,0,90.751716,111.6478,2320.643116,71.995022,66,0,44,44,0,0,30.1752,129.479042,0,0,180.62,154,2819.762,44,65.049512,0,198,791.868,578.6,0,-8.308831,1,4,Medium
2.5,0,0,2.5,0,0,0,10,16.5,31.5,0.860831289,1687.5,-41.53,0,124.653985,121.474386,5477.8199315,96.131156,94.5,33,65.5,98.5,0,0,1.05435,174.483504,10,10,250.42877,212.5,4344.299,63,88.385221,2.5,311,1166.05565,1600.385,35.5,-8.674175,1,4,Medium
0,10,13.5,0,0,2.5,0,0,2.5,28.5,0.858655016,1093,-24.24,0,83.308671,100.9938375,2277.019658,91.0263175,58.5,28.5,53.5,72,0,0,-7.1783,108.946621,0,0,168.26,120.5,2761.4815,53.5,51.4313855,0,192.5,715.18965,1293.24,18.5,-8.473496,1,4,Medium
2.5,0,0,10,0,0,0,2.5,19.5,34.5,0.857949361,1672.5,-39.64,0,128.599945,138.444393,4491.418607,111.834368,96,39,71.5,110.5,0,0,-11.4762,171.239097,2.5,2.5,256.0996925,190,4263.1595,69,83.759608,2.5,300.5,1116.22145,1816.955,41.5,-7.5837774,1,4,Medium
0,2.5,10,0,0,10,0,0,10,32.5,0.856962175,1415,-31.075,0,103.8347275,136.60695,3272.09245,106.415225,77.5,32.5,57.5,87.5,0,0,-2.69825,146.5647325,0,0,218.925,162.5,3564.1,57.5,70.4999175,0,250,948.4695,1532.125,30,-8.038627,1,4,Medium
7.5,10,0,0,0,0,0,0,7.5,25,0.853907604,1262.5,-24.425,0,108.1859325,107.4673075,2846.7552325,80.47348,82.5,25,67.5,82.5,0,0,-11.252,129.73225,0,0,198.075,140,3196.0375,60,63.01667,7.5,222.5,825.46375,1248.225,22.5,-8.554451,1,4,Medium
0,12.5,10,0,0,2.5,0,0,10,35,0.852647614,1485,-33.45,0,116.2173925,132.17944,3357.709835,112.9857675,85,42.5,72.5,102.5,0,0,-15.90625,147.04796,0,0,229.05,160,3763.9775,72.5,70.4246975,0,262.5,960.9325,1800.175,30,-7.8489866,1,4,Medium
0,22,0,0,0,0,0,0,0,22,0.847082416,1012,-18.26,0,95.30565,73.995328,1928.840584,68.45146,66,22,66,66,0,0,-6.4262,98.172382,0,0,157.74,110,2554.552,66,48.62165,0,176,621.3196,1023.66,0,-8.511949,1,4,Medium
0,0,0,0,0,17,0,0,7.5,24.5,0.84632534,1259,-23.33,0,97.530201,120.2853425,2857.4248835,81.0302095,73.5,15,49,64,0,0,14.12145,136.6925695,0,0,197.17,156.5,3139.8895,49,67.897687,0,220.5,854.90625,988.525,15,-8.627428,1,4,Medium
7.5,0,7.5,7.5,7.5,0,0,0,0,30,0.845331549,1357.5,-27.975,0,108.501555,122.835465,3034.9804725,96.3916125,82.5,7.5,75,82.5,0,0,-4.76925,141.5412075,0,0,212.025,157.5,3431.25,67.5,67.88121,0,240,877.548,1260.15,15,-8.426405,1,4,Medium
2.5,0,10,0,0,17.5,2.5,0,0,32.5,0.844921253,1517.5,-28.225,0,114.40102,143.5777475,3458.6883575,102.7093375,85,10,60,70,0,0,25.35475,166.3766225,2.5,2.5,234.479415,197.5,3792.2825,57.5,82.14574,2.5,267.5,1056.554,1060.475,12.5,-8.214406,1,4,Medium
0,0,11,0,0,0,0,0,0,11,0.84347156,308,-8.69,0,16.736786,35.31,637.047433,35.252855,11,11,11,22,0,0,-3.7653,30.470616,0,0,46.31,33,781.869,11,13.086953,0,55,213.3054,473.99,11,-7.614669,1,4,Medium
0,2.5,2.5,0,0,2.5,24.5,0,0,32,0.842142508,2128,-49.39,0,167.142664,121.1753705,7797.868272,76.9443435,140,5,88.5,91,0,0,45.8107,224.1437115,24.5,24.5,301.613267,307,5497.658,88.5,121.17607,0,398,1509.8465,1160.285,2.5,-8.848793,1,4,Medium
0,7.5,7.5,7.5,0,0,0,7.5,0,30,0.840877798,1320,-29.85,0,101.9466825,91.368855,3646.2315,89.4211275,67.5,15,60,67.5,0,0,15.12675,136.7648175,7.5,7.5,195.8690775,172.5,3371.25,60,68.69127,0,240,906.7365,1066.65,7.5,-8.82405,1,4,Medium
2.5,0,10,0,0,10,10,0,0,32.5,0.838230768,1682.5,-35.575,0,126.9923125,133.695965,4862.515805,94.3816525,100,10,67.5,77.5,0,0,28.52725,180.8122925,10,10,250.24266,227.5,4272.605,65,92.199745,2.5,305,1184.7965,1129.7,12.5,-8.525174,1,4,Medium
0,0,0,0,0,14,10,0,0,24,0.837745594,1468,-28.76,0,115.790262,108.62189,4403.380602,67.436444,92,0,58,58,0,0,37.1484,160.497424,10,10,218.05766,208,3716.534,58,84.368444,0,266,1034.846,723.5,0,-8.876801,1,4,Medium
2.5,0,2.5,0,0,13.5,10,0,0,28.5,0.837446616,1654.5,-32.415,0,130.0186405,127.383115,4797.3585055,81.7993685,103,2.5,67,69.5,0,0,35.8951,180.635811,10,10,247.40266,229.5,4188.111,64.5,93.6256085,2.5,299,1165.34,898.575,5,-8.778276,1,4,Medium
0,1.25,1.25,9.75,0,5,0,0,0,17.25,0.836163299,742.5,-13.6775,0,61.1112965,63.12296725,1451.85992375,55.19357375,39.5,2.5,34.5,35.75,0,0,13.236125,80.47118625,0,0,115.8225,93.75,1850.9895,34.5,39.518029,0,129.5,501.104,499.95,1.25,-8.196033,1,4,Medium
0,0,0,0,0,17,7.5,0,0,24.5,0.835190143,1439,-26.705,0,113.6557035,114.4532675,3988.1800085,71.8485895,88.5,0,56.5,56.5,0,0,36.7767,158.6282395,7.5,7.5,216.908245,201.5,3620.512,56.5,82.495507,0,258,1010.0955,713.575,0,-8.750517,1,4,Medium
0,22,0,0,0,0,0,0,0,22,0.834913927,1012,-18.26,0,95.30565,73.995328,1928.840584,68.45146,66,22,66,66,0,0,-6.4262,98.172382,0,0,157.74,110,2554.552,66,48.62165,0,176,621.3196,1023.66,0,-8.511949,1,4,Medium
0,3.75,3.75,3.75,0,3.75,0,0,0,15,0.829399379,622.5,-12,0,50.1773175,55.03955625,1227.07909875,47.856135,33.75,7.5,30,33.75,0,0,5.522625,65.347155,0,0,96.75,75,1558.06125,30,31.715805,0,108.75,414.2145,533.325,3.75,-8.234225,1,4,Medium
7.5,0,0,0,0,0,17,0,0,24.5,0.827954184,1685.5,-36.315,0,136.1278965,103.695618,5881.041962,60.7179185,115,0,73.5,73.5,0,0,31.37295,181.2406965,17,17,244.075022,239.5,4341.533,66,96.338375,7.5,313,1202.6185,845.51,7.5,-8.89482,1,4,Medium
0,2.5,2.5,0,0,23.5,0,0,2.5,31,0.827644391,1532,-25.915,0,120.7079605,147.0310575,3197.572273,101.1602585,88,10,62,69.5,0,0,27.58135,168.6017785,0,0,240.585,197,3800.3335,62,83.861586,0,266.5,1045.94475,1022.575,7.5,-8.464045,1,4,Medium
10,0,0,2.5,0,0,0,19.5,2.5,34.5,0.825385681,2004,-44.19,0,152.166227,122.3181555,6909.1763,95.8035965,111,5,79,84,0,0,37.2846,218.1563215,19.5,19.5,292.6796015,290,5165.146,69,113.507428,10,374,1453.61025,1081.075,15,-8.525979,1,4,Medium
0,2.5,26.5,2.5,0,0,0,2.5,0,34,0.822841668,1112,-28.91,0,70.4988515,107.496285,2605.332172,106.7223625,46.5,29,44,70.5,0,0,-3.17295,112.0696165,2.5,2.5,166.3296925,129.5,2829.646,44,51.450442,0,200,767.6391,1389.71,26.5,-7.3623238,1,4,Medium
24,0,0,0,0,0,0,0,0,24,0.822212274,1368,-19.92,0,119.876184,127.42728,2898.588336,76.67676,96,0,72,72,0,0,2.7672,155.097144,0,0,220.08,168,3436.464,48,74.508048,24,240,960.12,772.8,24,-8.630882,1,4,Medium
24,0,0,0,0,0,0,0,0,24,0.822212274,1368,-19.92,0,119.876184,127.42728,2898.588336,76.67676,96,0,72,72,0,0,2.7672,155.097144,0,0,220.08,168,3436.464,48,74.508048,24,240,960.12,772.8,24,-8.630882,1,4,Medium
0,2.5,13.5,0,0,10,0,0,2.5,28.5,0.822086452,1138,-23.94,0,81.7561935,113.8299075,2410.588703,92.23435,58.5,21,46,64.5,0,0,5.29945,119.619346,0,0,176.06,135.5,2851.894,46,57.031793,0,200,773.33115,1141.515,18.5,-8.395257,1,4,Medium
0,2.5,2.5,2.5,0,0,0,21.5,0,29,0.821747487,1618,-39.78,0,116.3918965,79.480066,6239.521315,76.0470005,79.5,5,58,60.5,0,0,41.44245,172.7897005,21.5,21.5,227.2813555,247.5,4205.322,58,92.400686,0,308,1184.5105,855.25,2.5,-9.238459,1,4,Medium
23.5,0,2.5,2.5,2.5,0,0,0,0,31,0.821062754,1649.5,-26.755,0,141.058846,152.444025,3547.9249515,99.2227025,111.5,2.5,88,90.5,0,0,0.83155,182.8904035,0,0,263.245,199.5,4150.656,64.5,87.821612,21,290,1132.621,1096.25,26,-8.326174,1,4,Medium
23.5,2.5,0,0,2.5,2.5,0,0,0,31,0.821062754,1724.5,-26.855,0,149.893066,157.9426075,3695.663969,99.2382675,119,2.5,93,93,0,0,2.5473,191.0645935,0,0,275.645,209.5,4333.3835,69.5,92.512097,21,302.5,1177.657,1104.85,23.5,-8.3399725,1,4,Medium
